Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
110,4,20,0,5,Saturday,363.488
110,4,20,0,6,Saturday,372.420
110,4,20,0,7,Saturday,442.872
110,4,20,0,8,Saturday,531.622
110,4,20,0,9,Saturday,582.299
110,4,20,0,10,Saturday,658.770
110,4,20,0,11,Saturday,715.098
110,4,20,0,12,Saturday,705.190
110,4,20,0,13,Saturday,676.785
110,4,20,0,14,Saturday,680.236
110,4,20,0,15,Saturday,670.829
110,4,20,0,16,Saturday,674.778
110,4,20,0,17,Saturday,676.341
110,4,20,0,18,Saturday,715.210
110,4,20,0,19,Saturday,784.876
110,4,20,0,20,Saturday,819.312
110,4,20,0,21,Saturday,809.756
110,4,20,0,22,Saturday,722.233
110,4,20,0,23,Saturday,575.861
110,4,20,0,24,Saturday,492.121
111,4,21,0,1,Sunday,433.803
111,4,21,0,2,Sunday,386.373
111,4,21,0,3,Sunday,362.540
111,4,21,0,4,Sunday,357.254
111,4,21,0,5,Sunday,363.488
111,4,21,0,6,Sunday,372.420
111,4,21,0,7,Sunday,442.872
111,4,21,0,8,Sunday,531.622
111,4,21,0,9,Sunday,582.299
111,4,21,0,10,Sunday,658.770
111,4,21,0,11,Sunday,715.098
111,4,21,0,12,Sunday,705.190
111,4,21,0,13,Sunday,676.785
111,4,21,0,14,Sunday,680.236
111,4,21,0,15,Sunday,670.829
111,4,21,0,16,Sunday,674.778
111,4,21,0,17,Sunday,676.341
111,4,21,0,18,Sunday,715.210
111,4,21,0,19,Sunday,784.876
111,4,21,0,20,Sunday,819.312
111,4,21,0,21,Sunday,809.756
111,4,21,0,22,Sunday,722.233
111,4,21,0,23,Sunday,575.861
111,4,21,0,24,Sunday,492.121
112,4,22,0,1,Monday,411.964
112,4,22,0,2,Monday,372.954
112,4,22,0,3,Monday,359.490
112,4,22,0,4,Monday,357.802
112,4,22,0,5,Monday,366.678
112,4,22,0,6,Monday,420.285
112,4,22,0,7,Monday,545.752
112,4,22,0,8,Monday,608.683
112,4,22,0,9,Monday,571.492
112,4,22,0,10,Monday,536.433
112,4,22,0,11,Monday,529.586
112,4,22,0,12,Monday,524.204
112,4,22,0,13,Monday,537.428
112,4,22,0,14,Monday,539.413
112,4,22,0,15,Monday,547.165
112,4,22,0,16,Monday,538.750
112,4,22,0,17,Monday,538.132
112,4,22,0,18,Monday,636.663
112,4,22,0,19,Monday,749.313
112,4,22,0,20,Monday,813.523
112,4,22,0,21,Monday,827.183
112,4,22,0,22,Monday,723.554
112,4,22,0,23,Monday,580.401
112,4,22,0,24,Monday,479.231
113,4,23,0,1,Tuesday,411.964
113,4,23,0,2,Tuesday,372.954
113,4,23,0,3,Tuesday,359.490
113,4,23,0,4,Tuesday,357.802
113,4,23,0,5,Tuesday,366.678
113,4,23,0,6,Tuesday,420.285
113,4,23,0,7,Tuesday,545.752
113,4,23,0,8,Tuesday,608.683
113,4,23,0,9,Tuesday,571.492
113,4,23,0,10,Tuesday,536.433
113,4,23,0,11,Tuesday,529.586
113,4,23,0,12,Tuesday,524.204
113,4,23,0,13,Tuesday,537.428
113,4,23,0,14,Tuesday,539.413
113,4,23,0,15,Tuesday,547.165
113,4,23,0,16,Tuesday,538.750
113,4,23,0,17,Tuesday,538.132
113,4,23,0,18,Tuesday,636.663
113,4,23,0,19,Tuesday,749.313
113,4,23,0,20,Tuesday,813.523
113,4,23,0,21,Tuesday,827.183
113,4,23,0,22,Tuesday,723.554
113,4,23,0,23,Tuesday,580.401
113,4,23,0,24,Tuesday,479.231
114,4,24,0,1,Wednesday,411.964
114,4,24,0,2,Wednesday,372.954
114,4,24,0,3,Wednesday,359.490
114,4,24,0,4,Wednesday,357.802
114,4,24,0,5,Wednesday,366.678
114,4,24,0,6,Wednesday,420.285
114,4,24,0,7,Wednesday,545.752
114,4,24,0,8,Wednesday,608.683
114,4,24,0,9,Wednesday,571.492
114,4,24,0,10,Wednesday,536.433
114,4,24,0,11,Wednesday,529.586
114,4,24,0,12,Wednesday,524.204
114,4,24,0,13,Wednesday,537.428
114,4,24,0,14,Wednesday,539.413
114,4,24,0,15,Wednesday,547.165
114,4,24,0,16,Wednesday,538.750
114,4,24,0,17,Wednesday,538.132
114,4,24,0,18,Wednesday,636.663
114,4,24,0,19,Wednesday,749.313
114,4,24,0,20,Wednesday,813.523
114,4,24,0,21,Wednesday,827.183
114,4,24,0,22,Wednesday,723.554
114,4,24,0,23,Wednesday,580.401
114,4,24,0,24,Wednesday,479.231
115,4,25,0,1,Thursday,411.964
115,4,25,0,2,Thursday,372.954
115,4,25,0,3,Thursday,359.490
115,4,25,0,4,Thursday,357.802
115,4,25,0,5,Thursday,366.678
115,4,25,0,6,Thursday,420.285
115,4,25,0,7,Thursday,545.752
115,4,25,0,8,Thursday,608.683
115,4,25,0,9,Thursday,571.492
115,4,25,0,10,Thursday,536.433
115,4,25,0,11,Thursday,529.586
115,4,25,0,12,Thursday,524.204
115,4,25,0,13,Thursday,537.428
115,4,25,0,14,Thursday,539.413
115,4,25,0,15,Thursday,547.165
115,4,25,0,16,Thursday,538.750
115,4,25,0,17,Thursday,538.132
115,4,25,0,18,Thursday,636.663
115,4,25,0,19,Thursday,749.313
115,4,25,0,20,Thursday,813.523
115,4,25,0,21,Thursday,827.183
115,4,25,0,22,Thursday,723.554
115,4,25,0,23,Thursday,580.401
115,4,25,0,24,Thursday,479.231
116,4,26,0,1,Friday,411.964
116,4,26,0,2,Friday,372.954
116,4,26,0,3,Friday,359.490
116,4,26,0,4,Friday,357.802
116,4,26,0,5,Friday,366.678
116,4,26,0,6,Friday,420.285
116,4,26,0,7,Friday,545.752
116,4,26,0,8,Friday,608.683
116,4,26,0,9,Friday,571.492
116,4,26,0,10,Friday,536.433
116,4,26,0,11,Friday,529.586
116,4,26,0,12,Friday,524.204
116,4,26,0,13,Friday,537.428
116,4,26,0,14,Friday,539.413
116,4,26,0,15,Friday,547.165
116,4,26,0,16,Friday,538.750
116,4,26,0,17,Friday,538.132
116,4,26,0,18,Friday,636.663
116,4,26,0,19,Friday,749.313
116,4,26,0,20,Friday,813.523
116,4,26,0,21,Friday,827.183
116,4,26,0,22,Friday,723.554
116,4,26,0,23,Friday,580.401
116,4,26,0,24,Friday,479.231
117,4,27,0,1,Saturday,433.803
117,4,27,0,2,Saturday,386.373
117,4,27,0,3,Saturday,362.540
117,4,27,0,4,Saturday,357.254
117,4,27,0,5,Saturday,363.488
117,4,27,0,6,Saturday,372.420
117,4,27,0,7,Saturday,442.872
117,4,27,0,8,Saturday,531.622
117,4,27,0,9,Saturday,582.299
117,4,27,0,10,Saturday,658.770
117,4,27,0,11,Saturday,715.098
117,4,27,0,12,Saturday,705.190
117,4,27,0,13,Saturday,676.785
117,4,27,0,14,Saturday,680.236
117,4,27,0,15,Saturday,670.829
117,4,27,0,16,Saturday,674.778
117,4,27,0,17,Saturday,676.341
117,4,27,0,18,Saturday,715.210
117,4,27,0,19,Saturday,784.876
117,4,27,0,20,Saturday,819.312
117,4,27,0,21,Saturday,809.756
117,4,27,0,22,Saturday,722.233
117,4,27,0,23,Saturday,575.861
117,4,27,0,24,Saturday,492.121
118,4,28,0,1,Sunday,433.803
118,4,28,0,2,Sunday,386.373
118,4,28,0,3,Sunday,362.540
118,4,28,0,4,Sunday,357.254
118,4,28,0,5,Sunday,363.488
118,4,28,0,6,Sunday,372.420
118,4,28,0,7,Sunday,442.872
118,4,28,0,8,Sunday,531.622
118,4,28,0,9,Sunday,582.299
118,4,28,0,10,Sunday,658.770
118,4,28,0,11,Sunday,715.098
118,4,28,0,12,Sunday,705.190
118,4,28,0,13,Sunday,676.785
118,4,28,0,14,Sunday,680.236
118,4,28,0,15,Sunday,670.829
118,4,28,0,16,Sunday,674.778
118,4,28,0,17,Sunday,676.341
118,4,28,0,18,Sunday,715.210
118,4,28,0,19,Sunday,784.876
118,4,28,0,20,Sunday,819.312
118,4,28,0,21,Sunday,809.756
118,4,28,0,22,Sunday,722.233
118,4,28,0,23,Sunday,575.861
118,4,28,0,24,Sunday,492.121
119,4,29,0,1,Monday,411.964
119,4,29,0,2,Monday,372.954
119,4,29,0,3,Monday,359.490
119,4,29,0,4,Monday,357.802
119,4,29,0,5,Monday,366.678
119,4,29,0,6,Monday,420.285
119,4,29,0,7,Monday,545.752
119,4,29,0,8,Monday,608.683
119,4,29,0,9,Monday,571.492
119,4,29,0,10,Monday,536.433
119,4,29,0,11,Monday,529.586
119,4,29,0,12,Monday,524.204
119,4,29,0,13,Monday,537.428
119,4,29,0,14,Monday,539.413
119,4,29,0,15,Monday,547.165
119,4,29,0,16,Monday,538.750
119,4,29,0,17,Monday,538.132
119,4,29,0,18,Monday,636.663
119,4,29,0,19,Monday,749.313
119,4,29,0,20,Monday,813.523
119,4,29,0,21,Monday,827.183
119,4,29,0,22,Monday,723.554
119,4,29,0,23,Monday,580.401
119,4,29,0,24,Monday,479.231
120,4,30,0,1,Tuesday,411.964
120,4,30,0,2,Tuesday,372.954
120,4,30,0,3,Tuesday,359.490
120,4,30,0,4,Tuesday,357.802
120,4,30,0,5,Tuesday,366.678
120,4,30,0,6,Tuesday,420.285
120,4,30,0,7,Tuesday,545.752
120,4,30,0,8,Tuesday,608.683
120,4,30,0,9,Tuesday,571.492
120,4,30,0,10,Tuesday,536.433
120,4,30,0,11,Tuesday,529.586
120,4,30,0,12,Tuesday,524.204
120,4,30,0,13,Tuesday,537.428
120,4,30,0,14,Tuesday,539.413
120,4,30,0,15,Tuesday,547.165
120,4,30,0,16,Tuesday,538.750
120,4,30,0,17,Tuesday,538.132
120,4,30,0,18,Tuesday,636.663
120,4,30,0,19,Tuesday,749.313
120,4,30,0,20,Tuesday,813.523
120,4,30,0,21,Tuesday,827.183
120,4,30,0,22,Tuesday,723.554
120,4,30,0,23,Tuesday,580.401
120,4,30,0,24,Tuesday,479.231
121,5,1,0,1,Wednesday,411.964
121,5,1,0,2,Wednesday,372.954
121,5,1,0,3,Wednesday,359.490
121,5,1,0,4,Wednesday,357.802
121,5,1,0,5,Wednesday,366.678
121,5,1,0,6,Wednesday,420.285
121,5,1,0,7,Wednesday,545.752
121,5,1,0,8,Wednesday,608.683
121,5,1,0,9,Wednesday,571.492
121,5,1,0,10,Wednesday,536.433
121,5,1,0,11,Wednesday,529.586
121,5,1,0,12,Wednesday,524.204
121,5,1,0,13,Wednesday,537.428
121,5,1,0,14,Wednesday,539.413
121,5,1,0,15,Wednesday,547.165
121,5,1,0,16,Wednesday,538.750
121,5,1,0,17,Wednesday,538.132
121,5,1,0,18,Wednesday,636.663
121,5,1,0,19,Wednesday,749.313
121,5,1,0,20,Wednesday,813.523
121,5,1,0,21,Wednesday,827.183
121,5,1,0,22,Wednesday,723.554
121,5,1,0,23,Wednesday,580.401
121,5,1,0,24,Wednesday,479.231
122,5,2,0,1,Thursday,411.964
122,5,2,0,2,Thursday,372.954
122,5,2,0,3,Thursday,359.490
122,5,2,0,4,Thursday,357.802
122,5,2,0,5,Thursday,366.678
122,5,2,0,6,Thursday,420.285
122,5,2,0,7,Thursday,545.752
122,5,2,0,8,Thursday,608.683
122,5,2,0,9,Thursday,571.492
122,5,2,0,10,Thursday,536.433
122,5,2,0,11,Thursday,529.586
122,5,2,0,12,Thursday,524.204
122,5,2,0,13,Thursday,537.428
122,5,2,0,14,Thursday,539.413
122,5,2,0,15,Thursday,547.165
122,5,2,0,16,Thursday,538.750
122,5,2,0,17,Thursday,538.132
122,5,2,0,18,Thursday,636.663
122,5,2,0,19,Thursday,749.313
122,5,2,0,20,Thursday,813.523
122,5,2,0,21,Thursday,827.183
122,5,2,0,22,Thursday,723.554
122,5,2,0,23,Thursday,580.401
122,5,2,0,24,Thursday,479.231
123,5,3,0,1,Friday,411.964
123,5,3,0,2,Friday,372.954
123,5,3,0,3,Friday,359.490
123,5,3,0,4,Friday,357.802
123,5,3,0,5,Friday,366.678
123,5,3,0,6,Friday,420.285
123,5,3,0,7,Friday,545.752
123,5,3,0,8,Friday,608.683
123,5,3,0,9,Friday,571.492
123,5,3,0,10,Friday,536.433
123,5,3,0,11,Friday,529.586
123,5,3,0,12,Friday,524.204
123,5,3,0,13,Friday,537.428
123,5,3,0,14,Friday,539.413
123,5,3,0,15,Friday,547.165
123,5,3,0,16,Friday,538.750
123,5,3,0,17,Friday,538.132
123,5,3,0,18,Friday,636.663
123,5,3,0,19,Friday,749.313
123,5,3,0,20,Friday,813.523
123,5,3,0,21,Friday,827.183
123,5,3,0,22,Friday,723.554
123,5,3,0,23,Friday,580.401
123,5,3,0,24,Friday,479.231
124,5,4,0,1,Saturday,433.803
124,5,4,0,2,Saturday,386.373
124,5,4,0,3,Saturday,362.540
124,5,4,0,4,Saturday,357.254
124,5,4,0,5,Saturday,363.488
124,5,4,0,6,Saturday,372.420
124,5,4,0,7,Saturday,442.872
124,5,4,0,8,Saturday,531.622
124,5,4,0,9,Saturday,582.299
124,5,4,0,10,Saturday,658.770
124,5,4,0,11,Saturday,715.098
124,5,4,0,12,Saturday,705.190
124,5,4,0,13,Saturday,676.785
124,5,4,0,14,Saturday,680.236
124,5,4,0,15,Saturday,670.829
124,5,4,0,16,Saturday,674.778
124,5,4,0,17,Saturday,676.341
124,5,4,0,18,Saturday,715.210
124,5,4,0,19,Saturday,784.876
124,5,4,0,20,Saturday,819.312
124,5,4,0,21,Saturday,809.756
124,5,4,0,22,Saturday,722.233
124,5,4,0,23,Saturday,575.861
124,5,4,0,24,Saturday,492.121
125,5,5,0,1,Sunday,433.803
125,5,5,0,2,Sunday,386.373
125,5,5,0,3,Sunday,362.540
125,5,5,0,4,Sunday,357.254
125,5,5,0,5,Sunday,363.488
125,5,5,0,6,Sunday,372.420
125,5,5,0,7,Sunday,442.872
125,5,5,0,8,Sunday,531.622
125,5,5,0,9,Sunday,582.299
125,5,5,0,10,Sunday,658.770
125,5,5,0,11,Sunday,715.098
125,5,5,0,12,Sunday,705.190
125,5,5,0,13,Sunday,676.785
125,5,5,0,14,Sunday,680.236
125,5,5,0,15,Sunday,670.829
125,5,5,0,16,Sunday,674.778
125,5,5,0,17,Sunday,676.341
125,5,5,0,18,Sunday,715.210
125,5,5,0,19,Sunday,784.876
125,5,5,0,20,Sunday,819.312
125,5,5,0,21,Sunday,809.756
125,5,5,0,22,Sunday,722.233
125,5,5,0,23,Sunday,575.861
125,5,5,0,24,Sunday,492.121
126,5,6,0,1,Monday,411.964
126,5,6,0,2,Monday,372.954
126,5,6,0,3,Monday,359.490
126,5,6,0,4,Monday,357.802
126,5,6,0,5,Monday,366.678
126,5,6,0,6,Monday,420.285
126,5,6,0,7,Monday,545.752
126,5,6,0,8,Monday,608.683
126,5,6,0,9,Monday,571.492
126,5,6,0,10,Monday,536.433
126,5,6,0,11,Monday,529.586
126,5,6,0,12,Monday,524.204
126,5,6,0,13,Monday,537.428
126,5,6,0,14,Monday,539.413
126,5,6,0,15,Monday,547.165
126,5,6,0,16,Monday,538.750
126,5,6,0,17,Monday,538.132
126,5,6,0,18,Monday,636.663
126,5,6,0,19,Monday,749.313
126,5,6,0,20,Monday,813.523
126,5,6,0,21,Monday,827.183
126,5,6,0,22,Monday,723.554
126,5,6,0,23,Monday,580.401
126,5,6,0,24,Monday,479.231
127,5,7,0,1,Tuesday,411.964
127,5,7,0,2,Tuesday,372.954
127,5,7,0,3,Tuesday,359.490
127,5,7,0,4,Tuesday,357.802
127,5,7,0,5,Tuesday,366.678
127,5,7,0,6,Tuesday,420.285
127,5,7,0,7,Tuesday,545.752
127,5,7,0,8,Tuesday,608.683
127,5,7,0,9,Tuesday,571.492
127,5,7,0,10,Tuesday,536.433
127,5,7,0,11,Tuesday,529.586
127,5,7,0,12,Tuesday,524.204
127,5,7,0,13,Tuesday,537.428
127,5,7,0,14,Tuesday,539.413
127,5,7,0,15,Tuesday,547.165
127,5,7,0,16,Tuesday,538.750
127,5,7,0,17,Tuesday,538.132
127,5,7,0,18,Tuesday,636.663
127,5,7,0,19,Tuesday,749.313
127,5,7,0,20,Tuesday,813.523
127,5,7,0,21,Tuesday,827.183
127,5,7,0,22,Tuesday,723.554
127,5,7,0,23,Tuesday,580.401
127,5,7,0,24,Tuesday,479.231
128,5,8,0,1,Wednesday,411.964
128,5,8,0,2,Wednesday,372.954
128,5,8,0,3,Wednesday,359.490
128,5,8,0,4,Wednesday,357.802
128,5,8,0,5,Wednesday,366.678
128,5,8,0,6,Wednesday,420.285
128,5,8,0,7,Wednesday,545.752
128,5,8,0,8,Wednesday,608.683
128,5,8,0,9,Wednesday,571.492
128,5,8,0,10,Wednesday,536.433
128,5,8,0,11,Wednesday,529.586
128,5,8,0,12,Wednesday,524.204
128,5,8,0,13,Wednesday,537.428
128,5,8,0,14,Wednesday,539.413
128,5,8,0,15,Wednesday,547.165
128,5,8,0,16,Wednesday,538.750
128,5,8,0,17,Wednesday,538.132
128,5,8,0,18,Wednesday,636.663
128,5,8,0,19,Wednesday,749.313
128,5,8,0,20,Wednesday,813.523
128,5,8,0,21,Wednesday,827.183
128,5,8,0,22,Wednesday,723.554
128,5,8,0,23,Wednesday,580.401
128,5,8,0,24,Wednesday,479.231
129,5,9,0,1,Thursday,411.964
129,5,9,0,2,Thursday,372.954
129,5,9,0,3,Thursday,359.490
129,5,9,0,4,Thursday,357.802
129,5,9,0,5,Thursday,366.678
129,5,9,0,6,Thursday,420.285
129,5,9,0,7,Thursday,545.752
129,5,9,0,8,Thursday,608.683
129,5,9,0,9,Thursday,571.492
129,5,9,0,10,Thursday,536.433
129,5,9,0,11,Thursday,529.586
129,5,9,0,12,Thursday,524.204
129,5,9,0,13,Thursday,537.428
129,5,9,0,14,Thursday,539.413
129,5,9,0,15,Thursday,547.165
129,5,9,0,16,Thursday,538.750
129,5,9,0,17,Thursday,538.132
129,5,9,0,18,Thursday,636.663
129,5,9,0,19,Thursday,749.313
129,5,9,0,20,Thursday,813.523
129,5,9,0,21,Thursday,827.183
129,5,9,0,22,Thursday,723.554
129,5,9,0,23,Thursday,580.401
129,5,9,0,24,Thursday,479.231
130,5,10,0,1,Friday,411.964
130,5,10,0,2,Friday,372.954
130,5,10,0,3,Friday,359.490
130,5,10,0,4,Friday,357.802
130,5,10,0,5,Friday,366.678
130,5,10,0,6,Friday,420.285
130,5,10,0,7,Friday,545.752
130,5,10,0,8,Friday,608.683
130,5,10,0,9,Friday,571.492
130,5,10,0,10,Friday,536.433
130,5,10,0,11,Friday,529.586
130,5,10,0,12,Friday,524.204
130,5,10,0,13,Friday,537.428
130,5,10,0,14,Friday,539.413
130,5,10,0,15,Friday,547.165
130,5,10,0,16,Friday,538.750
130,5,10,0,17,Friday,538.132
130,5,10,0,18,Friday,636.663
130,5,10,0,19,Friday,749.313
130,5,10,0,20,Friday,813.523
130,5,10,0,21,Friday,827.183
130,5,10,0,22,Friday,723.554
130,5,10,0,23,Friday,580.401
130,5,10,0,24,Friday,479.231
131,5,11,0,1,Saturday,433.803
131,5,11,0,2,Saturday,386.373
131,5,11,0,3,Saturday,362.540
131,5,11,0,4,Saturday,357.254
131,5,11,0,5,Saturday,363.488
131,5,11,0,6,Saturday,372.420
131,5,11,0,7,Saturday,442.872
131,5,11,0,8,Saturday,531.622
131,5,11,0,9,Saturday,582.299
131,5,11,0,10,Saturday,658.770
131,5,11,0,11,Saturday,715.098
131,5,11,0,12,Saturday,705.190
131,5,11,0,13,Saturday,676.785
131,5,11,0,14,Saturday,680.236
131,5,11,0,15,Saturday,670.829
131,5,11,0,16,Saturday,674.778
131,5,11,0,17,Saturday,676.341
131,5,11,0,18,Saturday,715.210
131,5,11,0,19,Saturday,784.876
131,5,11,0,20,Saturday,819.312
131,5,11,0,21,Saturday,809.756
131,5,11,0,22,Saturday,722.233
131,5,11,0,23,Saturday,575.861
131,5,11,0,24,Saturday,492.121
132,5,12,0,1,Sunday,433.803
132,5,12,0,2,Sunday,386.373
132,5,12,0,3,Sunday,362.540
132,5,12,0,4,Sunday,357.254
132,5,12,0,5,Sunday,363.488
132,5,12,0,6,Sunday,372.420
132,5,12,0,7,Sunday,442.872
132,5,12,0,8,Sunday,531.622
132,5,12,0,9,Sunday,582.299
132,5,12,0,10,Sunday,658.770
132,5,12,0,11,Sunday,715.098
132,5,12,0,12,Sunday,705.190
132,5,12,0,13,Sunday,676.785
132,5,12,0,14,Sunday,680.236
132,5,12,0,15,Sunday,670.829
132,5,12,0,16,Sunday,674.778
132,5,12,0,17,Sunday,676.341
132,5,12,0,18,Sunday,715.210
132,5,12,0,19,Sunday,784.876
132,5,12,0,20,Sunday,819.312
132,5,12,0,21,Sunday,809.756
132,5,12,0,22,Sunday,722.233
132,5,12,0,23,Sunday,575.861
132,5,12,0,24,Sunday,492.121
133,5,13,0,1,Monday,411.964
133,5,13,0,2,Monday,372.954
133,5,13,0,3,Monday,359.490
133,5,13,0,4,Monday,357.802
133,5,13,0,5,Monday,366.678
133,5,13,0,6,Monday,420.285
133,5,13,0,7,Monday,545.752
133,5,13,0,8,Monday,608.683
133,5,13,0,9,Monday,571.492
133,5,13,0,10,Monday,536.433
133,5,13,0,11,Monday,529.586
133,5,13,0,12,Monday,524.204
133,5,13,0,13,Monday,537.428
133,5,13,0,14,Monday,539.413
133,5,13,0,15,Monday,547.165
133,5,13,0,16,Monday,538.750
133,5,13,0,17,Monday,538.132
133,5,13,0,18,Monday,636.663
133,5,13,0,19,Monday,749.313
133,5,13,0,20,Monday,813.523
133,5,13,0,21,Monday,827.183
133,5,13,0,22,Monday,723.554
133,5,13,0,23,Monday,580.401
133,5,13,0,24,Monday,479.231
134,5,14,0,1,Tuesday,411.964
134,5,14,0,2,Tuesday,372.954
134,5,14,0,3,Tuesday,359.490
134,5,14,0,4,Tuesday,357.802
134,5,14,0,5,Tuesday,366.678
134,5,14,0,6,Tuesday,420.285
134,5,14,0,7,Tuesday,545.752
134,5,14,0,8,Tuesday,608.683
134,5,14,0,9,Tuesday,571.492
134,5,14,0,10,Tuesday,536.433
134,5,14,0,11,Tuesday,529.586
134,5,14,0,12,Tuesday,524.204
134,5,14,0,13,Tuesday,537.428
134,5,14,0,14,Tuesday,539.413
134,5,14,0,15,Tuesday,547.165
134,5,14,0,16,Tuesday,538.750
134,5,14,0,17,Tuesday,538.132
134,5,14,0,18,Tuesday,636.663
134,5,14,0,19,Tuesday,749.313
134,5,14,0,20,Tuesday,813.523
134,5,14,0,21,Tuesday,827.183
134,5,14,0,22,Tuesday,723.554
134,5,14,0,23,Tuesday,580.401
134,5,14,0,24,Tuesday,479.231
135,5,15,0,1,Wednesday,411.964
135,5,15,0,2,Wednesday,372.954
135,5,15,0,3,Wednesday,359.490
135,5,15,0,4,Wednesday,357.802
135,5,15,0,5,Wednesday,366.678
135,5,15,0,6,Wednesday,420.285
135,5,15,0,7,Wednesday,545.752
135,5,15,0,8,Wednesday,608.683
135,5,15,0,9,Wednesday,571.492
135,5,15,0,10,Wednesday,536.433
135,5,15,0,11,Wednesday,529.586
135,5,15,0,12,Wednesday,524.204
135,5,15,0,13,Wednesday,537.428
135,5,15,0,14,Wednesday,539.413
135,5,15,0,15,Wednesday,547.165
135,5,15,0,16,Wednesday,538.750
135,5,15,0,17,Wednesday,538.132
135,5,15,0,18,Wednesday,636.663
135,5,15,0,19,Wednesday,749.313
135,5,15,0,20,Wednesday,813.523
135,5,15,0,21,Wednesday,827.183
135,5,15,0,22,Wednesday,723.554
135,5,15,0,23,Wednesday,580.401
135,5,15,0,24,Wednesday,479.231
136,5,16,0,1,Thursday,411.964
136,5,16,0,2,Thursday,372.954
136,5,16,0,3,Thursday,359.490
136,5,16,0,4,Thursday,357.802
136,5,16,0,5,Thursday,366.678
136,5,16,0,6,Thursday,420.285
136,5,16,0,7,Thursday,545.752
136,5,16,0,8,Thursday,608.683
136,5,16,0,9,Thursday,571.492
136,5,16,0,10,Thursday,536.433
136,5,16,0,11,Thursday,529.586
136,5,16,0,12,Thursday,524.204
136,5,16,0,13,Thursday,537.428
136,5,16,0,14,Thursday,539.413
136,5,16,0,15,Thursday,547.165
136,5,16,0,16,Thursday,538.750
136,5,16,0,17,Thursday,538.132
136,5,16,0,18,Thursday,636.663
136,5,16,0,19,Thursday,749.313
136,5,16,0,20,Thursday,813.523
136,5,16,0,21,Thursday,827.183
136,5,16,0,22,Thursday,723.554
136,5,16,0,23,Thursday,580.401
136,5,16,0,24,Thursday,479.231
137,5,17,0,1,Friday,411.964
137,5,17,0,2,Friday,372.954
137,5,17,0,3,Friday,359.490
137,5,17,0,4,Friday,357.802
137,5,17,0,5,Friday,366.678
137,5,17,0,6,Friday,420.285
137,5,17,0,7,Friday,545.752
137,5,17,0,8,Friday,608.683
137,5,17,0,9,Friday,571.492
137,5,17,0,10,Friday,536.433
137,5,17,0,11,Friday,529.586
137,5,17,0,12,Friday,524.204
137,5,17,0,13,Friday,537.428
137,5,17,0,14,Friday,539.413
137,5,17,0,15,Friday,547.165
137,5,17,0,16,Friday,538.750
137,5,17,0,17,Friday,538.132
137,5,17,0,18,Friday,636.663
137,5,17,0,19,Friday,749.313
137,5,17,0,20,Friday,813.523
137,5,17,0,21,Friday,827.183
137,5,17,0,22,Friday,723.554
137,5,17,0,23,Friday,580.401
137,5,17,0,24,Friday,479.231
138,5,18,0,1,Saturday,433.803
138,5,18,0,2,Saturday,386.373
138,5,18,0,3,Saturday,362.540
138,5,18,0,4,Saturday,357.254
138,5,18,0,5,Saturday,363.488
138,5,18,0,6,Saturday,372.420
138,5,18,0,7,Saturday,442.872
138,5,18,0,8,Saturday,531.622
138,5,18,0,9,Saturday,582.299
138,5,18,0,10,Saturday,658.770
138,5,18,0,11,Saturday,715.098
138,5,18,0,12,Saturday,705.190
138,5,18,0,13,Saturday,676.785
138,5,18,0,14,Saturday,680.236
138,5,18,0,15,Saturday,670.829
138,5,18,0,16,Saturday,674.778
138,5,18,0,17,Saturday,676.341
138,5,18,0,18,Saturday,715.210
138,5,18,0,19,Saturday,784.876
138,5,18,0,20,Saturday,819.312
138,5,18,0,21,Saturday,809.756
138,5,18,0,22,Saturday,722.233
138,5,18,0,23,Saturday,575.861
138,5,18,0,24,Saturday,492.121
139,5,19,0,1,Sunday,433.803
139,5,19,0,2,Sunday,386.373
139,5,19,0,3,Sunday,362.540
139,5,19,0,4,Sunday,357.254
139,5,19,0,5,Sunday,363.488
139,5,19,0,6,Sunday,372.420
139,5,19,0,7,Sunday,442.872
139,5,19,0,8,Sunday,531.622
139,5,19,0,9,Sunday,582.299
139,5,19,0,10,Sunday,658.770
139,5,19,0,11,Sunday,715.098
139,5,19,0,12,Sunday,705.190
139,5,19,0,13,Sunday,676.785
139,5,19,0,14,Sunday,680.236
139,5,19,0,15,Sunday,670.829
139,5,19,0,16,Sunday,674.778
139,5,19,0,17,Sunday,676.341
139,5,19,0,18,Sunday,715.210
139,5,19,0,19,Sunday,784.876
139,5,19,0,20,Sunday,819.312
139,5,19,0,21,Sunday,809.756
139,5,19,0,22,Sunday,722.233
139,5,19,0,23,Sunday,575.861
139,5,19,0,24,Sunday,492.121
140,5,20,0,1,Monday,411.964
140,5,20,0,2,Monday,372.954
140,5,20,0,3,Monday,359.490
140,5,20,0,4,Monday,357.802
140,5,20,0,5,Monday,366.678
140,5,20,0,6,Monday,420.285
140,5,20,0,7,Monday,545.752
140,5,20,0,8,Monday,608.683
140,5,20,0,9,Monday,571.492
140,5,20,0,10,Monday,536.433
140,5,20,0,11,Monday,529.586
140,5,20,0,12,Monday,524.204
140,5,20,0,13,Monday,537.428
140,5,20,0,14,Monday,539.413
140,5,20,0,15,Monday,547.165
140,5,20,0,16,Monday,538.750
140,5,20,0,17,Monday,538.132
140,5,20,0,18,Monday,636.663
