Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power IT Light Other White
79,3,20,0,15,Wednesday,547.165
79,3,20,0,16,Wednesday,538.750
79,3,20,0,17,Wednesday,538.132
79,3,20,0,18,Wednesday,636.663
79,3,20,0,19,Wednesday,749.313
79,3,20,0,20,Wednesday,813.523
79,3,20,0,21,Wednesday,827.183
79,3,20,0,22,Wednesday,723.554
79,3,20,0,23,Wednesday,580.401
79,3,20,0,24,Wednesday,479.231
80,3,21,0,1,Thursday,411.964
80,3,21,0,2,Thursday,372.954
80,3,21,0,3,Thursday,359.490
80,3,21,0,4,Thursday,357.802
80,3,21,0,5,Thursday,366.678
80,3,21,0,6,Thursday,420.285
80,3,21,0,7,Thursday,545.752
80,3,21,0,8,Thursday,608.683
80,3,21,0,9,Thursday,571.492
80,3,21,0,10,Thursday,536.433
80,3,21,0,11,Thursday,529.586
80,3,21,0,12,Thursday,524.204
80,3,21,0,13,Thursday,537.428
80,3,21,0,14,Thursday,539.413
80,3,21,0,15,Thursday,547.165
80,3,21,0,16,Thursday,538.750
80,3,21,0,17,Thursday,538.132
80,3,21,0,18,Thursday,636.663
80,3,21,0,19,Thursday,749.313
80,3,21,0,20,Thursday,813.523
80,3,21,0,21,Thursday,827.183
80,3,21,0,22,Thursday,723.554
80,3,21,0,23,Thursday,580.401
80,3,21,0,24,Thursday,479.231
81,3,22,0,1,Friday,411.964
81,3,22,0,2,Friday,372.954
81,3,22,0,3,Friday,359.490
81,3,22,0,4,Friday,357.802
81,3,22,0,5,Friday,366.678
81,3,22,0,6,Friday,420.285
81,3,22,0,7,Friday,545.752
81,3,22,0,8,Friday,608.683
81,3,22,0,9,Friday,571.492
81,3,22,0,10,Friday,536.433
81,3,22,0,11,Friday,529.586
81,3,22,0,12,Friday,524.204
81,3,22,0,13,Friday,537.428
81,3,22,0,14,Friday,539.413
81,3,22,0,15,Friday,547.165
81,3,22,0,16,Friday,538.750
81,3,22,0,17,Friday,538.132
81,3,22,0,18,Friday,636.663
81,3,22,0,19,Friday,749.313
81,3,22,0,20,Friday,813.523
81,3,22,0,21,Friday,827.183
81,3,22,0,22,Friday,723.554
81,3,22,0,23,Friday,580.401
81,3,22,0,24,Friday,479.231
82,3,23,0,1,Saturday,433.803
82,3,23,0,2,Saturday,386.373
82,3,23,0,3,Saturday,362.540
82,3,23,0,4,Saturday,357.254
82,3,23,0,5,Saturday,363.488
82,3,23,0,6,Saturday,372.420
82,3,23,0,7,Saturday,442.872
82,3,23,0,8,Saturday,531.622
82,3,23,0,9,Saturday,582.299
82,3,23,0,10,Saturday,658.770
82,3,23,0,11,Saturday,715.098
82,3,23,0,12,Saturday,705.190
82,3,23,0,13,Saturday,676.785
82,3,23,0,14,Saturday,680.236
82,3,23,0,15,Saturday,670.829
82,3,23,0,16,Saturday,674.778
82,3,23,0,17,Saturday,676.341
82,3,23,0,18,Saturday,715.210
82,3,23,0,19,Saturday,784.876
82,3,23,0,20,Saturday,819.312
82,3,23,0,21,Saturday,809.756
82,3,23,0,22,Saturday,722.233
82,3,23,0,23,Saturday,575.861
82,3,23,0,24,Saturday,492.121
83,3,24,0,1,Sunday,433.803
83,3,24,0,2,Sunday,386.373
83,3,24,0,3,Sunday,362.540
83,3,24,0,4,Sunday,357.254
83,3,24,0,5,Sunday,363.488
83,3,24,0,6,Sunday,372.420
83,3,24,0,7,Sunday,442.872
83,3,24,0,8,Sunday,531.622
83,3,24,0,9,Sunday,582.299
83,3,24,0,10,Sunday,658.770
83,3,24,0,11,Sunday,715.098
83,3,24,0,12,Sunday,705.190
83,3,24,0,13,Sunday,676.785
83,3,24,0,14,Sunday,680.236
83,3,24,0,15,Sunday,670.829
83,3,24,0,16,Sunday,674.778
83,3,24,0,17,Sunday,676.341
83,3,24,0,18,Sunday,715.210
83,3,24,0,19,Sunday,784.876
83,3,24,0,20,Sunday,819.312
83,3,24,0,21,Sunday,809.756
83,3,24,0,22,Sunday,722.233
83,3,24,0,23,Sunday,575.861
83,3,24,0,24,Sunday,492.121
84,3,25,0,1,Monday,411.964
84,3,25,0,2,Monday,372.954
84,3,25,0,3,Monday,359.490
84,3,25,0,4,Monday,357.802
84,3,25,0,5,Monday,366.678
84,3,25,0,6,Monday,420.285
84,3,25,0,7,Monday,545.752
84,3,25,0,8,Monday,608.683
84,3,25,0,9,Monday,571.492
84,3,25,0,10,Monday,536.433
84,3,25,0,11,Monday,529.586
84,3,25,0,12,Monday,524.204
84,3,25,0,13,Monday,537.428
84,3,25,0,14,Monday,539.413
84,3,25,0,15,Monday,547.165
84,3,25,0,16,Monday,538.750
84,3,25,0,17,Monday,538.132
84,3,25,0,18,Monday,636.663
84,3,25,0,19,Monday,749.313
84,3,25,0,20,Monday,813.523
84,3,25,0,21,Monday,827.183
84,3,25,0,22,Monday,723.554
84,3,25,0,23,Monday,580.401
84,3,25,0,24,Monday,479.231
85,3,26,0,1,Tuesday,411.964
85,3,26,0,2,Tuesday,372.954
85,3,26,0,3,Tuesday,359.490
85,3,26,0,4,Tuesday,357.802
85,3,26,0,5,Tuesday,366.678
85,3,26,0,6,Tuesday,420.285
85,3,26,0,7,Tuesday,545.752
85,3,26,0,8,Tuesday,608.683
85,3,26,0,9,Tuesday,571.492
85,3,26,0,10,Tuesday,536.433
85,3,26,0,11,Tuesday,529.586
85,3,26,0,12,Tuesday,524.204
85,3,26,0,13,Tuesday,537.428
85,3,26,0,14,Tuesday,539.413
85,3,26,0,15,Tuesday,547.165
85,3,26,0,16,Tuesday,538.750
85,3,26,0,17,Tuesday,538.132
85,3,26,0,18,Tuesday,636.663
85,3,26,0,19,Tuesday,749.313
85,3,26,0,20,Tuesday,813.523
85,3,26,0,21,Tuesday,827.183
85,3,26,0,22,Tuesday,723.554
85,3,26,0,23,Tuesday,580.401
85,3,26,0,24,Tuesday,479.231
86,3,27,0,1,Wednesday,411.964
86,3,27,0,2,Wednesday,372.954
86,3,27,0,3,Wednesday,359.490
86,3,27,0,4,Wednesday,357.802
86,3,27,0,5,Wednesday,366.678
86,3,27,0,6,Wednesday,420.285
86,3,27,0,7,Wednesday,545.752
86,3,27,0,8,Wednesday,608.683
86,3,27,0,9,Wednesday,571.492
86,3,27,0,10,Wednesday,536.433
86,3,27,0,11,Wednesday,529.586
86,3,27,0,12,Wednesday,524.204
86,3,27,0,13,Wednesday,537.428
86,3,27,0,14,Wednesday,539.413
86,3,27,0,15,Wednesday,547.165
86,3,27,0,16,Wednesday,538.750
86,3,27,0,17,Wednesday,538.132
86,3,27,0,18,Wednesday,636.663
86,3,27,0,19,Wednesday,749.313
86,3,27,0,20,Wednesday,813.523
86,3,27,0,21,Wednesday,827.183
86,3,27,0,22,Wednesday,723.554
86,3,27,0,23,Wednesday,580.401
86,3,27,0,24,Wednesday,479.231
87,3,28,0,1,Thursday,411.964
87,3,28,0,2,Thursday,372.954
87,3,28,0,3,Thursday,359.490
87,3,28,0,4,Thursday,357.802
87,3,28,0,5,Thursday,366.678
87,3,28,0,6,Thursday,420.285
87,3,28,0,7,Thursday,545.752
87,3,28,0,8,Thursday,608.683
87,3,28,0,9,Thursday,571.492
87,3,28,0,10,Thursday,536.433
87,3,28,0,11,Thursday,529.586
87,3,28,0,12,Thursday,524.204
87,3,28,0,13,Thursday,537.428
87,3,28,0,14,Thursday,539.413
87,3,28,0,15,Thursday,547.165
87,3,28,0,16,Thursday,538.750
87,3,28,0,17,Thursday,538.132
87,3,28,0,18,Thursday,636.663
87,3,28,0,19,Thursday,749.313
87,3,28,0,20,Thursday,813.523
87,3,28,0,21,Thursday,827.183
87,3,28,0,22,Thursday,723.554
87,3,28,0,23,Thursday,580.401
87,3,28,0,24,Thursday,479.231
88,3,29,0,1,Friday,411.964
88,3,29,0,2,Friday,372.954
88,3,29,0,3,Friday,359.490
88,3,29,0,4,Friday,357.802
88,3,29,0,5,Friday,366.678
88,3,29,0,6,Friday,420.285
88,3,29,0,7,Friday,545.752
88,3,29,0,8,Friday,608.683
88,3,29,0,9,Friday,571.492
88,3,29,0,10,Friday,536.433
88,3,29,0,11,Friday,529.586
88,3,29,0,12,Friday,524.204
88,3,29,0,13,Friday,537.428
88,3,29,0,14,Friday,539.413
88,3,29,0,15,Friday,547.165
88,3,29,0,16,Friday,538.750
88,3,29,0,17,Friday,538.132
88,3,29,0,18,Friday,636.663
88,3,29,0,19,Friday,749.313
88,3,29,0,20,Friday,813.523
88,3,29,0,21,Friday,827.183
88,3,29,0,22,Friday,723.554
88,3,29,0,23,Friday,580.401
88,3,29,0,24,Friday,479.231
89,3,30,0,1,Saturday,433.803
89,3,30,0,2,Saturday,386.373
89,3,30,0,3,Saturday,362.540
89,3,30,0,4,Saturday,357.254
89,3,30,0,5,Saturday,363.488
89,3,30,0,6,Saturday,372.420
89,3,30,0,7,Saturday,442.872
89,3,30,0,8,Saturday,531.622
89,3,30,0,9,Saturday,582.299
89,3,30,0,10,Saturday,658.770
89,3,30,0,11,Saturday,715.098
89,3,30,0,12,Saturday,705.190
89,3,30,0,13,Saturday,676.785
89,3,30,0,14,Saturday,680.236
89,3,30,0,15,Saturday,670.829
89,3,30,0,16,Saturday,674.778
89,3,30,0,17,Saturday,676.341
89,3,30,0,18,Saturday,715.210
89,3,30,0,19,Saturday,784.876
89,3,30,0,20,Saturday,819.312
89,3,30,0,21,Saturday,809.756
89,3,30,0,22,Saturday,722.233
89,3,30,0,23,Saturday,575.861
89,3,30,0,24,Saturday,492.121
90,3,31,0,1,Sunday,433.803
90,3,31,0,2,Sunday,386.373
90,3,31,0,3,Sunday,362.540
90,3,31,0,4,Sunday,357.254
90,3,31,0,5,Sunday,363.488
90,3,31,0,6,Sunday,372.420
90,3,31,0,7,Sunday,442.872
90,3,31,0,8,Sunday,531.622
90,3,31,0,9,Sunday,582.299
90,3,31,0,10,Sunday,658.770
90,3,31,0,11,Sunday,715.098
90,3,31,0,12,Sunday,705.190
90,3,31,0,13,Sunday,676.785
90,3,31,0,14,Sunday,680.236
90,3,31,0,15,Sunday,670.829
90,3,31,0,16,Sunday,674.778
90,3,31,0,17,Sunday,676.341
90,3,31,0,18,Sunday,715.210
90,3,31,0,19,Sunday,784.876
90,3,31,0,20,Sunday,819.312
90,3,31,0,21,Sunday,809.756
90,3,31,0,22,Sunday,722.233
90,3,31,0,23,Sunday,575.861
90,3,31,0,24,Sunday,492.121
91,4,1,0,1,Monday,411.964
91,4,1,0,2,Monday,372.954
91,4,1,0,3,Monday,359.490
91,4,1,0,4,Monday,357.802
91,4,1,0,5,Monday,366.678
91,4,1,0,6,Monday,420.285
91,4,1,0,7,Monday,545.752
91,4,1,0,8,Monday,608.683
91,4,1,0,9,Monday,571.492
91,4,1,0,10,Monday,536.433
91,4,1,0,11,Monday,529.586
91,4,1,0,12,Monday,524.204
91,4,1,0,13,Monday,537.428
91,4,1,0,14,Monday,539.413
91,4,1,0,15,Monday,547.165
91,4,1,0,16,Monday,538.750
91,4,1,0,17,Monday,538.132
91,4,1,0,18,Monday,636.663
91,4,1,0,19,Monday,749.313
91,4,1,0,20,Monday,813.523
91,4,1,0,21,Monday,827.183
91,4,1,0,22,Monday,723.554
91,4,1,0,23,Monday,580.401
91,4,1,0,24,Monday,479.231
92,4,2,0,1,Tuesday,411.964
92,4,2,0,2,Tuesday,372.954
92,4,2,0,3,Tuesday,359.490
92,4,2,0,4,Tuesday,357.802
92,4,2,0,5,Tuesday,366.678
92,4,2,0,6,Tuesday,420.285
92,4,2,0,7,Tuesday,545.752
92,4,2,0,8,Tuesday,608.683
92,4,2,0,9,Tuesday,571.492
92,4,2,0,10,Tuesday,536.433
92,4,2,0,11,Tuesday,529.586
92,4,2,0,12,Tuesday,524.204
92,4,2,0,13,Tuesday,537.428
92,4,2,0,14,Tuesday,539.413
92,4,2,0,15,Tuesday,547.165
92,4,2,0,16,Tuesday,538.750
92,4,2,0,17,Tuesday,538.132
92,4,2,0,18,Tuesday,636.663
92,4,2,0,19,Tuesday,749.313
92,4,2,0,20,Tuesday,813.523
92,4,2,0,21,Tuesday,827.183
92,4,2,0,22,Tuesday,723.554
92,4,2,0,23,Tuesday,580.401
92,4,2,0,24,Tuesday,479.231
93,4,3,0,1,Wednesday,411.964
93,4,3,0,2,Wednesday,372.954
93,4,3,0,3,Wednesday,359.490
93,4,3,0,4,Wednesday,357.802
93,4,3,0,5,Wednesday,366.678
93,4,3,0,6,Wednesday,420.285
93,4,3,0,7,Wednesday,545.752
93,4,3,0,8,Wednesday,608.683
93,4,3,0,9,Wednesday,571.492
93,4,3,0,10,Wednesday,536.433
93,4,3,0,11,Wednesday,529.586
93,4,3,0,12,Wednesday,524.204
93,4,3,0,13,Wednesday,537.428
93,4,3,0,14,Wednesday,539.413
93,4,3,0,15,Wednesday,547.165
93,4,3,0,16,Wednesday,538.750
93,4,3,0,17,Wednesday,538.132
93,4,3,0,18,Wednesday,636.663
93,4,3,0,19,Wednesday,749.313
93,4,3,0,20,Wednesday,813.523
93,4,3,0,21,Wednesday,827.183
93,4,3,0,22,Wednesday,723.554
93,4,3,0,23,Wednesday,580.401
93,4,3,0,24,Wednesday,479.231
94,4,4,0,1,Thursday,411.964
94,4,4,0,2,Thursday,372.954
94,4,4,0,3,Thursday,359.490
94,4,4,0,4,Thursday,357.802
94,4,4,0,5,Thursday,366.678
94,4,4,0,6,Thursday,420.285
94,4,4,0,7,Thursday,545.752
94,4,4,0,8,Thursday,608.683
94,4,4,0,9,Thursday,571.492
94,4,4,0,10,Thursday,536.433
94,4,4,0,11,Thursday,529.586
94,4,4,0,12,Thursday,524.204
94,4,4,0,13,Thursday,537.428
94,4,4,0,14,Thursday,539.413
94,4,4,0,15,Thursday,547.165
94,4,4,0,16,Thursday,538.750
94,4,4,0,17,Thursday,538.132
94,4,4,0,18,Thursday,636.663
94,4,4,0,19,Thursday,749.313
94,4,4,0,20,Thursday,813.523
94,4,4,0,21,Thursday,827.183
94,4,4,0,22,Thursday,723.554
94,4,4,0,23,Thursday,580.401
94,4,4,0,24,Thursday,479.231
95,4,5,0,1,Friday,411.964
95,4,5,0,2,Friday,372.954
95,4,5,0,3,Friday,359.490
95,4,5,0,4,Friday,357.802
95,4,5,0,5,Friday,366.678
95,4,5,0,6,Friday,420.285
95,4,5,0,7,Friday,545.752
95,4,5,0,8,Friday,608.683
95,4,5,0,9,Friday,571.492
95,4,5,0,10,Friday,536.433
95,4,5,0,11,Friday,529.586
95,4,5,0,12,Friday,524.204
95,4,5,0,13,Friday,537.428
95,4,5,0,14,Friday,539.413
95,4,5,0,15,Friday,547.165
95,4,5,0,16,Friday,538.750
95,4,5,0,17,Friday,538.132
95,4,5,0,18,Friday,636.663
95,4,5,0,19,Friday,749.313
95,4,5,0,20,Friday,813.523
95,4,5,0,21,Friday,827.183
95,4,5,0,22,Friday,723.554
95,4,5,0,23,Friday,580.401
95,4,5,0,24,Friday,479.231
96,4,6,0,1,Saturday,433.803
96,4,6,0,2,Saturday,386.373
96,4,6,0,3,Saturday,362.540
96,4,6,0,4,Saturday,357.254
96,4,6,0,5,Saturday,363.488
96,4,6,0,6,Saturday,372.420
96,4,6,0,7,Saturday,442.872
96,4,6,0,8,Saturday,531.622
96,4,6,0,9,Saturday,582.299
96,4,6,0,10,Saturday,658.770
96,4,6,0,11,Saturday,715.098
96,4,6,0,12,Saturday,705.190
96,4,6,0,13,Saturday,676.785
96,4,6,0,14,Saturday,680.236
96,4,6,0,15,Saturday,670.829
96,4,6,0,16,Saturday,674.778
96,4,6,0,17,Saturday,676.341
96,4,6,0,18,Saturday,715.210
96,4,6,0,19,Saturday,784.876
96,4,6,0,20,Saturday,819.312
96,4,6,0,21,Saturday,809.756
96,4,6,0,22,Saturday,722.233
96,4,6,0,23,Saturday,575.861
96,4,6,0,24,Saturday,492.121
97,4,7,0,1,Sunday,433.803
97,4,7,0,2,Sunday,386.373
97,4,7,0,3,Sunday,362.540
97,4,7,0,4,Sunday,357.254
97,4,7,0,5,Sunday,363.488
97,4,7,0,6,Sunday,372.420
97,4,7,0,7,Sunday,442.872
97,4,7,0,8,Sunday,531.622
97,4,7,0,9,Sunday,582.299
97,4,7,0,10,Sunday,658.770
97,4,7,0,11,Sunday,715.098
97,4,7,0,12,Sunday,705.190
97,4,7,0,13,Sunday,676.785
97,4,7,0,14,Sunday,680.236
97,4,7,0,15,Sunday,670.829
97,4,7,0,16,Sunday,674.778
97,4,7,0,17,Sunday,676.341
97,4,7,0,18,Sunday,715.210
97,4,7,0,19,Sunday,784.876
97,4,7,0,20,Sunday,819.312
97,4,7,0,21,Sunday,809.756
97,4,7,0,22,Sunday,722.233
97,4,7,0,23,Sunday,575.861
97,4,7,0,24,Sunday,492.121
98,4,8,0,1,Monday,411.964
98,4,8,0,2,Monday,372.954
98,4,8,0,3,Monday,359.490
98,4,8,0,4,Monday,357.802
98,4,8,0,5,Monday,366.678
98,4,8,0,6,Monday,420.285
98,4,8,0,7,Monday,545.752
98,4,8,0,8,Monday,608.683
98,4,8,0,9,Monday,571.492
98,4,8,0,10,Monday,536.433
98,4,8,0,11,Monday,529.586
98,4,8,0,12,Monday,524.204
98,4,8,0,13,Monday,537.428
98,4,8,0,14,Monday,539.413
98,4,8,0,15,Monday,547.165
98,4,8,0,16,Monday,538.750
98,4,8,0,17,Monday,538.132
98,4,8,0,18,Monday,636.663
98,4,8,0,19,Monday,749.313
98,4,8,0,20,Monday,813.523
98,4,8,0,21,Monday,827.183
98,4,8,0,22,Monday,723.554
98,4,8,0,23,Monday,580.401
98,4,8,0,24,Monday,479.231
99,4,9,0,1,Tuesday,411.964
99,4,9,0,2,Tuesday,372.954
99,4,9,0,3,Tuesday,359.490
99,4,9,0,4,Tuesday,357.802
99,4,9,0,5,Tuesday,366.678
99,4,9,0,6,Tuesday,420.285
99,4,9,0,7,Tuesday,545.752
99,4,9,0,8,Tuesday,608.683
99,4,9,0,9,Tuesday,571.492
99,4,9,0,10,Tuesday,536.433
99,4,9,0,11,Tuesday,529.586
99,4,9,0,12,Tuesday,524.204
99,4,9,0,13,Tuesday,537.428
99,4,9,0,14,Tuesday,539.413
99,4,9,0,15,Tuesday,547.165
99,4,9,0,16,Tuesday,538.750
99,4,9,0,17,Tuesday,538.132
99,4,9,0,18,Tuesday,636.663
99,4,9,0,19,Tuesday,749.313
99,4,9,0,20,Tuesday,813.523
99,4,9,0,21,Tuesday,827.183
99,4,9,0,22,Tuesday,723.554
99,4,9,0,23,Tuesday,580.401
99,4,9,0,24,Tuesday,479.231
100,4,10,0,1,Wednesday,411.964
100,4,10,0,2,Wednesday,372.954
100,4,10,0,3,Wednesday,359.490
100,4,10,0,4,Wednesday,357.802
100,4,10,0,5,Wednesday,366.678
100,4,10,0,6,Wednesday,420.285
100,4,10,0,7,Wednesday,545.752
100,4,10,0,8,Wednesday,608.683
100,4,10,0,9,Wednesday,571.492
100,4,10,0,10,Wednesday,536.433
100,4,10,0,11,Wednesday,529.586
100,4,10,0,12,Wednesday,524.204
100,4,10,0,13,Wednesday,537.428
100,4,10,0,14,Wednesday,539.413
100,4,10,0,15,Wednesday,547.165
100,4,10,0,16,Wednesday,538.750
100,4,10,0,17,Wednesday,538.132
100,4,10,0,18,Wednesday,636.663
100,4,10,0,19,Wednesday,749.313
100,4,10,0,20,Wednesday,813.523
100,4,10,0,21,Wednesday,827.183
100,4,10,0,22,Wednesday,723.554
100,4,10,0,23,Wednesday,580.401
100,4,10,0,24,Wednesday,479.231
101,4,11,0,1,Thursday,411.964
101,4,11,0,2,Thursday,372.954
101,4,11,0,3,Thursday,359.490
101,4,11,0,4,Thursday,357.802
101,4,11,0,5,Thursday,366.678
101,4,11,0,6,Thursday,420.285
101,4,11,0,7,Thursday,545.752
101,4,11,0,8,Thursday,608.683
101,4,11,0,9,Thursday,571.492
101,4,11,0,10,Thursday,536.433
101,4,11,0,11,Thursday,529.586
101,4,11,0,12,Thursday,524.204
101,4,11,0,13,Thursday,537.428
101,4,11,0,14,Thursday,539.413
101,4,11,0,15,Thursday,547.165
101,4,11,0,16,Thursday,538.750
101,4,11,0,17,Thursday,538.132
101,4,11,0,18,Thursday,636.663
101,4,11,0,19,Thursday,749.313
101,4,11,0,20,Thursday,813.523
101,4,11,0,21,Thursday,827.183
101,4,11,0,22,Thursday,723.554
101,4,11,0,23,Thursday,580.401
101,4,11,0,24,Thursday,479.231
102,4,12,0,1,Friday,411.964
102,4,12,0,2,Friday,372.954
102,4,12,0,3,Friday,359.490
102,4,12,0,4,Friday,357.802
102,4,12,0,5,Friday,366.678
102,4,12,0,6,Friday,420.285
102,4,12,0,7,Friday,545.752
102,4,12,0,8,Friday,608.683
102,4,12,0,9,Friday,571.492
102,4,12,0,10,Friday,536.433
102,4,12,0,11,Friday,529.586
102,4,12,0,12,Friday,524.204
102,4,12,0,13,Friday,537.428
102,4,12,0,14,Friday,539.413
102,4,12,0,15,Friday,547.165
102,4,12,0,16,Friday,538.750
102,4,12,0,17,Friday,538.132
102,4,12,0,18,Friday,636.663
102,4,12,0,19,Friday,749.313
102,4,12,0,20,Friday,813.523
102,4,12,0,21,Friday,827.183
102,4,12,0,22,Friday,723.554
102,4,12,0,23,Friday,580.401
102,4,12,0,24,Friday,479.231
103,4,13,0,1,Saturday,433.803
103,4,13,0,2,Saturday,386.373
103,4,13,0,3,Saturday,362.540
103,4,13,0,4,Saturday,357.254
103,4,13,0,5,Saturday,363.488
103,4,13,0,6,Saturday,372.420
103,4,13,0,7,Saturday,442.872
103,4,13,0,8,Saturday,531.622
103,4,13,0,9,Saturday,582.299
103,4,13,0,10,Saturday,658.770
103,4,13,0,11,Saturday,715.098
103,4,13,0,12,Saturday,705.190
103,4,13,0,13,Saturday,676.785
103,4,13,0,14,Saturday,680.236
103,4,13,0,15,Saturday,670.829
103,4,13,0,16,Saturday,674.778
103,4,13,0,17,Saturday,676.341
103,4,13,0,18,Saturday,715.210
103,4,13,0,19,Saturday,784.876
103,4,13,0,20,Saturday,819.312
103,4,13,0,21,Saturday,809.756
103,4,13,0,22,Saturday,722.233
103,4,13,0,23,Saturday,575.861
103,4,13,0,24,Saturday,492.121
104,4,14,0,1,Sunday,433.803
104,4,14,0,2,Sunday,386.373
104,4,14,0,3,Sunday,362.540
104,4,14,0,4,Sunday,357.254
104,4,14,0,5,Sunday,363.488
104,4,14,0,6,Sunday,372.420
104,4,14,0,7,Sunday,442.872
104,4,14,0,8,Sunday,531.622
104,4,14,0,9,Sunday,582.299
104,4,14,0,10,Sunday,658.770
104,4,14,0,11,Sunday,715.098
104,4,14,0,12,Sunday,705.190
104,4,14,0,13,Sunday,676.785
104,4,14,0,14,Sunday,680.236
104,4,14,0,15,Sunday,670.829
104,4,14,0,16,Sunday,674.778
104,4,14,0,17,Sunday,676.341
104,4,14,0,18,Sunday,715.210
104,4,14,0,19,Sunday,784.876
104,4,14,0,20,Sunday,819.312
104,4,14,0,21,Sunday,809.756
104,4,14,0,22,Sunday,722.233
104,4,14,0,23,Sunday,575.861
104,4,14,0,24,Sunday,492.121
105,4,15,0,1,Monday,411.964
105,4,15,0,2,Monday,372.954
105,4,15,0,3,Monday,359.490
105,4,15,0,4,Monday,357.802
105,4,15,0,5,Monday,366.678
105,4,15,0,6,Monday,420.285
105,4,15,0,7,Monday,545.752
105,4,15,0,8,Monday,608.683
105,4,15,0,9,Monday,571.492
105,4,15,0,10,Monday,536.433
105,4,15,0,11,Monday,529.586
105,4,15,0,12,Monday,524.204
105,4,15,0,13,Monday,537.428
105,4,15,0,14,Monday,539.413
105,4,15,0,15,Monday,547.165
105,4,15,0,16,Monday,538.750
105,4,15,0,17,Monday,538.132
105,4,15,0,18,Monday,636.663
105,4,15,0,19,Monday,749.313
105,4,15,0,20,Monday,813.523
105,4,15,0,21,Monday,827.183
105,4,15,0,22,Monday,723.554
105,4,15,0,23,Monday,580.401
105,4,15,0,24,Monday,479.231
106,4,16,0,1,Tuesday,411.964
106,4,16,0,2,Tuesday,372.954
106,4,16,0,3,Tuesday,359.490
106,4,16,0,4,Tuesday,357.802
106,4,16,0,5,Tuesday,366.678
106,4,16,0,6,Tuesday,420.285
106,4,16,0,7,Tuesday,545.752
106,4,16,0,8,Tuesday,608.683
106,4,16,0,9,Tuesday,571.492
106,4,16,0,10,Tuesday,536.433
106,4,16,0,11,Tuesday,529.586
106,4,16,0,12,Tuesday,524.204
106,4,16,0,13,Tuesday,537.428
106,4,16,0,14,Tuesday,539.413
106,4,16,0,15,Tuesday,547.165
106,4,16,0,16,Tuesday,538.750
106,4,16,0,17,Tuesday,538.132
106,4,16,0,18,Tuesday,636.663
106,4,16,0,19,Tuesday,749.313
106,4,16,0,20,Tuesday,813.523
106,4,16,0,21,Tuesday,827.183
106,4,16,0,22,Tuesday,723.554
106,4,16,0,23,Tuesday,580.401
106,4,16,0,24,Tuesday,479.231
107,4,17,0,1,Wednesday,411.964
107,4,17,0,2,Wednesday,372.954
107,4,17,0,3,Wednesday,359.490
107,4,17,0,4,Wednesday,357.802
107,4,17,0,5,Wednesday,366.678
107,4,17,0,6,Wednesday,420.285
107,4,17,0,7,Wednesday,545.752
107,4,17,0,8,Wednesday,608.683
107,4,17,0,9,Wednesday,571.492
107,4,17,0,10,Wednesday,536.433
107,4,17,0,11,Wednesday,529.586
107,4,17,0,12,Wednesday,524.204
107,4,17,0,13,Wednesday,537.428
107,4,17,0,14,Wednesday,539.413
107,4,17,0,15,Wednesday,547.165
107,4,17,0,16,Wednesday,538.750
107,4,17,0,17,Wednesday,538.132
107,4,17,0,18,Wednesday,636.663
107,4,17,0,19,Wednesday,749.313
107,4,17,0,20,Wednesday,813.523
107,4,17,0,21,Wednesday,827.183
107,4,17,0,22,Wednesday,723.554
107,4,17,0,23,Wednesday,580.401
107,4,17,0,24,Wednesday,479.231
108,4,18,0,1,Thursday,411.964
108,4,18,0,2,Thursday,372.954
108,4,18,0,3,Thursday,359.490
108,4,18,0,4,Thursday,357.802
108,4,18,0,5,Thursday,366.678
108,4,18,0,6,Thursday,420.285
108,4,18,0,7,Thursday,545.752
108,4,18,0,8,Thursday,608.683
108,4,18,0,9,Thursday,571.492
108,4,18,0,10,Thursday,536.433
108,4,18,0,11,Thursday,529.586
108,4,18,0,12,Thursday,524.204
108,4,18,0,13,Thursday,537.428
108,4,18,0,14,Thursday,539.413
108,4,18,0,15,Thursday,547.165
108,4,18,0,16,Thursday,538.750
108,4,18,0,17,Thursday,538.132
108,4,18,0,18,Thursday,636.663
108,4,18,0,19,Thursday,749.313
108,4,18,0,20,Thursday,813.523
108,4,18,0,21,Thursday,827.183
108,4,18,0,22,Thursday,723.554
108,4,18,0,23,Thursday,580.401
108,4,18,0,24,Thursday,479.231
109,4,19,0,1,Friday,411.964
109,4,19,0,2,Friday,372.954
109,4,19,0,3,Friday,359.490
109,4,19,0,4,Friday,357.802
109,4,19,0,5,Friday,366.678
109,4,19,0,6,Friday,420.285
109,4,19,0,7,Friday,545.752
109,4,19,0,8,Friday,608.683
109,4,19,0,9,Friday,571.492
109,4,19,0,10,Friday,536.433
109,4,19,0,11,Friday,529.586
109,4,19,0,12,Friday,524.204
109,4,19,0,13,Friday,537.428
109,4,19,0,14,Friday,539.413
109,4,19,0,15,Friday,547.165
109,4,19,0,16,Friday,538.750
109,4,19,0,17,Friday,538.132
109,4,19,0,18,Friday,636.663
109,4,19,0,19,Friday,749.313
109,4,19,0,20,Friday,813.523
109,4,19,0,21,Friday,827.183
109,4,19,0,22,Friday,723.554
109,4,19,0,23,Friday,580.401
109,4,19,0,24,Friday,479.231
110,4,20,0,1,Saturday,433.803
110,4,20,0,2,Saturday,386.373
110,4,20,0,3,Saturday,362.540
110,4,20,0,4,Saturday,357.254
