Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
224,8,12,0,14,Monday,651.578
224,8,12,0,15,Monday,638.985
224,8,12,0,16,Monday,664.603
224,8,12,0,17,Monday,1026.116
224,8,12,0,18,Monday,1619.573
224,8,12,0,19,Monday,1501.675
224,8,12,0,20,Monday,1324.331
224,8,12,0,21,Monday,1078.569
224,8,12,0,22,Monday,866.092
224,8,12,0,23,Monday,678.297
224,8,12,0,24,Monday,538.905
225,8,13,0,1,Tuesday,451.682
225,8,13,0,2,Tuesday,401.098
225,8,13,0,3,Tuesday,384.936
225,8,13,0,4,Tuesday,384.704
225,8,13,0,5,Tuesday,393.634
225,8,13,0,6,Tuesday,467.439
225,8,13,0,7,Tuesday,631.356
225,8,13,0,8,Tuesday,755.641
225,8,13,0,9,Tuesday,672.579
225,8,13,0,10,Tuesday,623.009
225,8,13,0,11,Tuesday,615.694
225,8,13,0,12,Tuesday,636.579
225,8,13,0,13,Tuesday,673.138
225,8,13,0,14,Tuesday,651.578
225,8,13,0,15,Tuesday,638.985
225,8,13,0,16,Tuesday,664.603
225,8,13,0,17,Tuesday,1026.116
225,8,13,0,18,Tuesday,1619.573
225,8,13,0,19,Tuesday,1501.675
225,8,13,0,20,Tuesday,1324.331
225,8,13,0,21,Tuesday,1078.569
225,8,13,0,22,Tuesday,866.092
225,8,13,0,23,Tuesday,678.297
225,8,13,0,24,Tuesday,538.905
226,8,14,0,1,Wednesday,451.682
226,8,14,0,2,Wednesday,401.098
226,8,14,0,3,Wednesday,384.936
226,8,14,0,4,Wednesday,384.704
226,8,14,0,5,Wednesday,393.634
226,8,14,0,6,Wednesday,467.439
226,8,14,0,7,Wednesday,631.356
226,8,14,0,8,Wednesday,755.641
226,8,14,0,9,Wednesday,672.579
226,8,14,0,10,Wednesday,623.009
226,8,14,0,11,Wednesday,615.694
226,8,14,0,12,Wednesday,636.579
226,8,14,0,13,Wednesday,673.138
226,8,14,0,14,Wednesday,651.578
226,8,14,0,15,Wednesday,638.985
226,8,14,0,16,Wednesday,664.603
226,8,14,0,17,Wednesday,1026.116
226,8,14,0,18,Wednesday,1619.573
226,8,14,0,19,Wednesday,1501.675
226,8,14,0,20,Wednesday,1324.331
226,8,14,0,21,Wednesday,1078.569
226,8,14,0,22,Wednesday,866.092
226,8,14,0,23,Wednesday,678.297
226,8,14,0,24,Wednesday,538.905
227,8,15,0,1,Thursday,451.682
227,8,15,0,2,Thursday,401.098
227,8,15,0,3,Thursday,384.936
227,8,15,0,4,Thursday,384.704
227,8,15,0,5,Thursday,393.634
227,8,15,0,6,Thursday,467.439
227,8,15,0,7,Thursday,631.356
227,8,15,0,8,Thursday,755.641
227,8,15,0,9,Thursday,672.579
227,8,15,0,10,Thursday,623.009
227,8,15,0,11,Thursday,615.694
227,8,15,0,12,Thursday,636.579
227,8,15,0,13,Thursday,673.138
227,8,15,0,14,Thursday,651.578
227,8,15,0,15,Thursday,638.985
227,8,15,0,16,Thursday,664.603
227,8,15,0,17,Thursday,1026.116
227,8,15,0,18,Thursday,1619.573
227,8,15,0,19,Thursday,1501.675
227,8,15,0,20,Thursday,1324.331
227,8,15,0,21,Thursday,1078.569
227,8,15,0,22,Thursday,866.092
227,8,15,0,23,Thursday,678.297
227,8,15,0,24,Thursday,538.905
228,8,16,0,1,Friday,451.682
228,8,16,0,2,Friday,401.098
228,8,16,0,3,Friday,384.936
228,8,16,0,4,Friday,384.704
228,8,16,0,5,Friday,393.634
228,8,16,0,6,Friday,467.439
228,8,16,0,7,Friday,631.356
228,8,16,0,8,Friday,755.641
228,8,16,0,9,Friday,672.579
228,8,16,0,10,Friday,623.009
228,8,16,0,11,Friday,615.694
228,8,16,0,12,Friday,636.579
228,8,16,0,13,Friday,673.138
228,8,16,0,14,Friday,651.578
228,8,16,0,15,Friday,638.985
228,8,16,0,16,Friday,664.603
228,8,16,0,17,Friday,1026.116
228,8,16,0,18,Friday,1619.573
228,8,16,0,19,Friday,1501.675
228,8,16,0,20,Friday,1324.331
228,8,16,0,21,Friday,1078.569
228,8,16,0,22,Friday,866.092
228,8,16,0,23,Friday,678.297
228,8,16,0,24,Friday,538.905
229,8,17,0,1,Saturday,473.022
229,8,17,0,2,Saturday,414.111
229,8,17,0,3,Saturday,388.647
229,8,17,0,4,Saturday,384.125
229,8,17,0,5,Saturday,392.633
229,8,17,0,6,Saturday,417.034
229,8,17,0,7,Saturday,489.666
229,8,17,0,8,Saturday,603.695
229,8,17,0,9,Saturday,712.524
229,8,17,0,10,Saturday,831.887
229,8,17,0,11,Saturday,937.01
229,8,17,0,12,Saturday,969.061
229,8,17,0,13,Saturday,920.615
229,8,17,0,14,Saturday,901.02
229,8,17,0,15,Saturday,850.919
229,8,17,0,16,Saturday,900.808
229,8,17,0,17,Saturday,1113.498
229,8,17,0,18,Saturday,1599.019
229,8,17,0,19,Saturday,1419.289
229,8,17,0,20,Saturday,1180.653
229,8,17,0,21,Saturday,1012.841
229,8,17,0,22,Saturday,865.578
229,8,17,0,23,Saturday,668.338
229,8,17,0,24,Saturday,547.029
230,8,18,0,1,Sunday,473.022
230,8,18,0,2,Sunday,414.111
230,8,18,0,3,Sunday,388.647
230,8,18,0,4,Sunday,384.125
230,8,18,0,5,Sunday,392.633
230,8,18,0,6,Sunday,417.034
230,8,18,0,7,Sunday,489.666
230,8,18,0,8,Sunday,603.695
230,8,18,0,9,Sunday,712.524
230,8,18,0,10,Sunday,831.887
230,8,18,0,11,Sunday,937.01
230,8,18,0,12,Sunday,969.061
230,8,18,0,13,Sunday,920.615
230,8,18,0,14,Sunday,901.02
230,8,18,0,15,Sunday,850.919
230,8,18,0,16,Sunday,900.808
230,8,18,0,17,Sunday,1113.498
230,8,18,0,18,Sunday,1599.019
230,8,18,0,19,Sunday,1419.289
230,8,18,0,20,Sunday,1180.653
230,8,18,0,21,Sunday,1012.841
230,8,18,0,22,Sunday,865.578
230,8,18,0,23,Sunday,668.338
230,8,18,0,24,Sunday,547.029
231,8,19,0,1,Monday,451.682
231,8,19,0,2,Monday,401.098
231,8,19,0,3,Monday,384.936
231,8,19,0,4,Monday,384.704
231,8,19,0,5,Monday,393.634
231,8,19,0,6,Monday,467.439
231,8,19,0,7,Monday,631.356
231,8,19,0,8,Monday,755.641
231,8,19,0,9,Monday,672.579
231,8,19,0,10,Monday,623.009
231,8,19,0,11,Monday,615.694
231,8,19,0,12,Monday,636.579
231,8,19,0,13,Monday,673.138
231,8,19,0,14,Monday,651.578
231,8,19,0,15,Monday,638.985
231,8,19,0,16,Monday,664.603
231,8,19,0,17,Monday,1026.116
231,8,19,0,18,Monday,1619.573
231,8,19,0,19,Monday,1501.675
231,8,19,0,20,Monday,1324.331
231,8,19,0,21,Monday,1078.569
231,8,19,0,22,Monday,866.092
231,8,19,0,23,Monday,678.297
231,8,19,0,24,Monday,538.905
232,8,20,0,1,Tuesday,451.682
232,8,20,0,2,Tuesday,401.098
232,8,20,0,3,Tuesday,384.936
232,8,20,0,4,Tuesday,384.704
232,8,20,0,5,Tuesday,393.634
232,8,20,0,6,Tuesday,467.439
232,8,20,0,7,Tuesday,631.356
232,8,20,0,8,Tuesday,755.641
232,8,20,0,9,Tuesday,672.579
232,8,20,0,10,Tuesday,623.009
232,8,20,0,11,Tuesday,615.694
232,8,20,0,12,Tuesday,636.579
232,8,20,0,13,Tuesday,673.138
232,8,20,0,14,Tuesday,651.578
232,8,20,0,15,Tuesday,638.985
232,8,20,0,16,Tuesday,664.603
232,8,20,0,17,Tuesday,1026.116
232,8,20,0,18,Tuesday,1619.573
232,8,20,0,19,Tuesday,1501.675
232,8,20,0,20,Tuesday,1324.331
232,8,20,0,21,Tuesday,1078.569
232,8,20,0,22,Tuesday,866.092
232,8,20,0,23,Tuesday,678.297
232,8,20,0,24,Tuesday,538.905
233,8,21,0,1,Wednesday,451.682
233,8,21,0,2,Wednesday,401.098
233,8,21,0,3,Wednesday,384.936
233,8,21,0,4,Wednesday,384.704
233,8,21,0,5,Wednesday,393.634
233,8,21,0,6,Wednesday,467.439
233,8,21,0,7,Wednesday,631.356
233,8,21,0,8,Wednesday,755.641
233,8,21,0,9,Wednesday,672.579
233,8,21,0,10,Wednesday,623.009
233,8,21,0,11,Wednesday,615.694
233,8,21,0,12,Wednesday,636.579
233,8,21,0,13,Wednesday,673.138
233,8,21,0,14,Wednesday,651.578
233,8,21,0,15,Wednesday,638.985
233,8,21,0,16,Wednesday,664.603
233,8,21,0,17,Wednesday,1026.116
233,8,21,0,18,Wednesday,1619.573
233,8,21,0,19,Wednesday,1501.675
233,8,21,0,20,Wednesday,1324.331
233,8,21,0,21,Wednesday,1078.569
233,8,21,0,22,Wednesday,866.092
233,8,21,0,23,Wednesday,678.297
233,8,21,0,24,Wednesday,538.905
234,8,22,0,1,Thursday,451.682
234,8,22,0,2,Thursday,401.098
234,8,22,0,3,Thursday,384.936
234,8,22,0,4,Thursday,384.704
234,8,22,0,5,Thursday,393.634
234,8,22,0,6,Thursday,467.439
234,8,22,0,7,Thursday,631.356
234,8,22,0,8,Thursday,755.641
234,8,22,0,9,Thursday,672.579
234,8,22,0,10,Thursday,623.009
234,8,22,0,11,Thursday,615.694
234,8,22,0,12,Thursday,636.579
234,8,22,0,13,Thursday,673.138
234,8,22,0,14,Thursday,651.578
234,8,22,0,15,Thursday,638.985
234,8,22,0,16,Thursday,664.603
234,8,22,0,17,Thursday,1026.116
234,8,22,0,18,Thursday,1619.573
234,8,22,0,19,Thursday,1501.675
234,8,22,0,20,Thursday,1324.331
234,8,22,0,21,Thursday,1078.569
234,8,22,0,22,Thursday,866.092
234,8,22,0,23,Thursday,678.297
234,8,22,0,24,Thursday,538.905
235,8,23,0,1,Friday,451.682
235,8,23,0,2,Friday,401.098
235,8,23,0,3,Friday,384.936
235,8,23,0,4,Friday,384.704
235,8,23,0,5,Friday,393.634
235,8,23,0,6,Friday,467.439
235,8,23,0,7,Friday,631.356
235,8,23,0,8,Friday,755.641
235,8,23,0,9,Friday,672.579
235,8,23,0,10,Friday,623.009
235,8,23,0,11,Friday,615.694
235,8,23,0,12,Friday,636.579
235,8,23,0,13,Friday,673.138
235,8,23,0,14,Friday,651.578
235,8,23,0,15,Friday,638.985
235,8,23,0,16,Friday,664.603
235,8,23,0,17,Friday,1026.116
235,8,23,0,18,Friday,1619.573
235,8,23,0,19,Friday,1501.675
235,8,23,0,20,Friday,1324.331
235,8,23,0,21,Friday,1078.569
235,8,23,0,22,Friday,866.092
235,8,23,0,23,Friday,678.297
235,8,23,0,24,Friday,538.905
236,8,24,0,1,Saturday,473.022
236,8,24,0,2,Saturday,414.111
236,8,24,0,3,Saturday,388.647
236,8,24,0,4,Saturday,384.125
236,8,24,0,5,Saturday,392.633
236,8,24,0,6,Saturday,417.034
236,8,24,0,7,Saturday,489.666
236,8,24,0,8,Saturday,603.695
236,8,24,0,9,Saturday,712.524
236,8,24,0,10,Saturday,831.887
236,8,24,0,11,Saturday,937.01
236,8,24,0,12,Saturday,969.061
236,8,24,0,13,Saturday,920.615
236,8,24,0,14,Saturday,901.02
236,8,24,0,15,Saturday,850.919
236,8,24,0,16,Saturday,900.808
236,8,24,0,17,Saturday,1113.498
236,8,24,0,18,Saturday,1599.019
236,8,24,0,19,Saturday,1419.289
236,8,24,0,20,Saturday,1180.653
236,8,24,0,21,Saturday,1012.841
236,8,24,0,22,Saturday,865.578
236,8,24,0,23,Saturday,668.338
236,8,24,0,24,Saturday,547.029
237,8,25,0,1,Sunday,473.022
237,8,25,0,2,Sunday,414.111
237,8,25,0,3,Sunday,388.647
237,8,25,0,4,Sunday,384.125
237,8,25,0,5,Sunday,392.633
237,8,25,0,6,Sunday,417.034
237,8,25,0,7,Sunday,489.666
237,8,25,0,8,Sunday,603.695
237,8,25,0,9,Sunday,712.524
237,8,25,0,10,Sunday,831.887
237,8,25,0,11,Sunday,937.01
237,8,25,0,12,Sunday,969.061
237,8,25,0,13,Sunday,920.615
237,8,25,0,14,Sunday,901.02
237,8,25,0,15,Sunday,850.919
237,8,25,0,16,Sunday,900.808
237,8,25,0,17,Sunday,1113.498
237,8,25,0,18,Sunday,1599.019
237,8,25,0,19,Sunday,1419.289
237,8,25,0,20,Sunday,1180.653
237,8,25,0,21,Sunday,1012.841
237,8,25,0,22,Sunday,865.578
237,8,25,0,23,Sunday,668.338
237,8,25,0,24,Sunday,547.029
238,8,26,0,1,Monday,451.682
238,8,26,0,2,Monday,401.098
238,8,26,0,3,Monday,384.936
238,8,26,0,4,Monday,384.704
238,8,26,0,5,Monday,393.634
238,8,26,0,6,Monday,467.439
238,8,26,0,7,Monday,631.356
238,8,26,0,8,Monday,755.641
238,8,26,0,9,Monday,672.579
238,8,26,0,10,Monday,623.009
238,8,26,0,11,Monday,615.694
238,8,26,0,12,Monday,636.579
238,8,26,0,13,Monday,673.138
238,8,26,0,14,Monday,651.578
238,8,26,0,15,Monday,638.985
238,8,26,0,16,Monday,664.603
238,8,26,0,17,Monday,1026.116
238,8,26,0,18,Monday,1619.573
238,8,26,0,19,Monday,1501.675
238,8,26,0,20,Monday,1324.331
238,8,26,0,21,Monday,1078.569
238,8,26,0,22,Monday,866.092
238,8,26,0,23,Monday,678.297
238,8,26,0,24,Monday,538.905
239,8,27,0,1,Tuesday,451.682
239,8,27,0,2,Tuesday,401.098
239,8,27,0,3,Tuesday,384.936
239,8,27,0,4,Tuesday,384.704
239,8,27,0,5,Tuesday,393.634
239,8,27,0,6,Tuesday,467.439
239,8,27,0,7,Tuesday,631.356
239,8,27,0,8,Tuesday,755.641
239,8,27,0,9,Tuesday,672.579
239,8,27,0,10,Tuesday,623.009
239,8,27,0,11,Tuesday,615.694
239,8,27,0,12,Tuesday,636.579
239,8,27,0,13,Tuesday,673.138
239,8,27,0,14,Tuesday,651.578
239,8,27,0,15,Tuesday,638.985
239,8,27,0,16,Tuesday,664.603
239,8,27,0,17,Tuesday,1026.116
239,8,27,0,18,Tuesday,1619.573
239,8,27,0,19,Tuesday,1501.675
239,8,27,0,20,Tuesday,1324.331
239,8,27,0,21,Tuesday,1078.569
239,8,27,0,22,Tuesday,866.092
239,8,27,0,23,Tuesday,678.297
239,8,27,0,24,Tuesday,538.905
240,8,28,0,1,Wednesday,451.682
240,8,28,0,2,Wednesday,401.098
240,8,28,0,3,Wednesday,384.936
240,8,28,0,4,Wednesday,384.704
240,8,28,0,5,Wednesday,393.634
240,8,28,0,6,Wednesday,467.439
240,8,28,0,7,Wednesday,631.356
240,8,28,0,8,Wednesday,755.641
240,8,28,0,9,Wednesday,672.579
240,8,28,0,10,Wednesday,623.009
240,8,28,0,11,Wednesday,615.694
240,8,28,0,12,Wednesday,636.579
240,8,28,0,13,Wednesday,673.138
240,8,28,0,14,Wednesday,651.578
240,8,28,0,15,Wednesday,638.985
240,8,28,0,16,Wednesday,664.603
240,8,28,0,17,Wednesday,1026.116
240,8,28,0,18,Wednesday,1619.573
240,8,28,0,19,Wednesday,1501.675
240,8,28,0,20,Wednesday,1324.331
240,8,28,0,21,Wednesday,1078.569
240,8,28,0,22,Wednesday,866.092
240,8,28,0,23,Wednesday,678.297
240,8,28,0,24,Wednesday,538.905
241,8,29,0,1,Thursday,451.682
241,8,29,0,2,Thursday,401.098
241,8,29,0,3,Thursday,384.936
241,8,29,0,4,Thursday,384.704
241,8,29,0,5,Thursday,393.634
241,8,29,0,6,Thursday,467.439
241,8,29,0,7,Thursday,631.356
241,8,29,0,8,Thursday,755.641
241,8,29,0,9,Thursday,672.579
241,8,29,0,10,Thursday,623.009
241,8,29,0,11,Thursday,615.694
241,8,29,0,12,Thursday,636.579
241,8,29,0,13,Thursday,673.138
241,8,29,0,14,Thursday,651.578
241,8,29,0,15,Thursday,638.985
241,8,29,0,16,Thursday,664.603
241,8,29,0,17,Thursday,1026.116
241,8,29,0,18,Thursday,1619.573
241,8,29,0,19,Thursday,1501.675
241,8,29,0,20,Thursday,1324.331
241,8,29,0,21,Thursday,1078.569
241,8,29,0,22,Thursday,866.092
241,8,29,0,23,Thursday,678.297
241,8,29,0,24,Thursday,538.905
242,8,30,0,1,Friday,451.682
242,8,30,0,2,Friday,401.098
242,8,30,0,3,Friday,384.936
242,8,30,0,4,Friday,384.704
242,8,30,0,5,Friday,393.634
242,8,30,0,6,Friday,467.439
242,8,30,0,7,Friday,631.356
242,8,30,0,8,Friday,755.641
242,8,30,0,9,Friday,672.579
242,8,30,0,10,Friday,623.009
242,8,30,0,11,Friday,615.694
242,8,30,0,12,Friday,636.579
242,8,30,0,13,Friday,673.138
242,8,30,0,14,Friday,651.578
242,8,30,0,15,Friday,638.985
242,8,30,0,16,Friday,664.603
242,8,30,0,17,Friday,1026.116
242,8,30,0,18,Friday,1619.573
242,8,30,0,19,Friday,1501.675
242,8,30,0,20,Friday,1324.331
242,8,30,0,21,Friday,1078.569
242,8,30,0,22,Friday,866.092
242,8,30,0,23,Friday,678.297
242,8,30,0,24,Friday,538.905
243,8,31,0,1,Saturday,473.022
243,8,31,0,2,Saturday,414.111
243,8,31,0,3,Saturday,388.647
243,8,31,0,4,Saturday,384.125
243,8,31,0,5,Saturday,392.633
243,8,31,0,6,Saturday,417.034
243,8,31,0,7,Saturday,489.666
243,8,31,0,8,Saturday,603.695
243,8,31,0,9,Saturday,712.524
243,8,31,0,10,Saturday,831.887
243,8,31,0,11,Saturday,937.01
243,8,31,0,12,Saturday,969.061
243,8,31,0,13,Saturday,920.615
243,8,31,0,14,Saturday,901.02
243,8,31,0,15,Saturday,850.919
243,8,31,0,16,Saturday,900.808
243,8,31,0,17,Saturday,1113.498
243,8,31,0,18,Saturday,1599.019
243,8,31,0,19,Saturday,1419.289
243,8,31,0,20,Saturday,1180.653
243,8,31,0,21,Saturday,1012.841
243,8,31,0,22,Saturday,865.578
243,8,31,0,23,Saturday,668.338
243,8,31,0,24,Saturday,547.029
244,9,1,0,1,Sunday,444.262
244,9,1,0,2,Sunday,396.27
244,9,1,0,3,Sunday,375.174
244,9,1,0,4,Sunday,373.613
244,9,1,0,5,Sunday,381.712
244,9,1,0,6,Sunday,411.842
244,9,1,0,7,Sunday,515.188
244,9,1,0,8,Sunday,648.661
244,9,1,0,9,Sunday,722.228
244,9,1,0,10,Sunday,816.474
244,9,1,0,11,Sunday,919.263
244,9,1,0,12,Sunday,930.234
244,9,1,0,13,Sunday,895.846
244,9,1,0,14,Sunday,881.293
244,9,1,0,15,Sunday,867.31
244,9,1,0,16,Sunday,988.446
244,9,1,0,17,Sunday,1315.53
244,9,1,0,18,Sunday,1277.316
244,9,1,0,19,Sunday,1160.007
244,9,1,0,20,Sunday,1008.107
244,9,1,0,21,Sunday,886.719
244,9,1,0,22,Sunday,765.678
244,9,1,0,23,Sunday,595.208
244,9,1,0,24,Sunday,503.042
245,9,2,0,1,Monday,428.528
245,9,2,0,2,Monday,384.372
245,9,2,0,3,Monday,372.878
245,9,2,0,4,Monday,374.144
245,9,2,0,5,Monday,405.467
245,9,2,0,6,Monday,492.681
245,9,2,0,7,Monday,624.505
245,9,2,0,8,Monday,661.077
245,9,2,0,9,Monday,629.877
245,9,2,0,10,Monday,596.346
245,9,2,0,11,Monday,603.787
245,9,2,0,12,Monday,625.006
245,9,2,0,13,Monday,640.856
245,9,2,0,14,Monday,635.963
245,9,2,0,15,Monday,672.294
245,9,2,0,16,Monday,922.784
245,9,2,0,17,Monday,1345.634
245,9,2,0,18,Monday,1317.69
245,9,2,0,19,Monday,1251.968
245,9,2,0,20,Monday,1123.85
245,9,2,0,21,Monday,936.808
245,9,2,0,22,Monday,758.019
245,9,2,0,23,Monday,596.302
245,9,2,0,24,Monday,499.27
246,9,3,0,1,Tuesday,428.528
246,9,3,0,2,Tuesday,384.372
246,9,3,0,3,Tuesday,372.878
246,9,3,0,4,Tuesday,374.144
246,9,3,0,5,Tuesday,405.467
246,9,3,0,6,Tuesday,492.681
246,9,3,0,7,Tuesday,624.505
246,9,3,0,8,Tuesday,661.077
246,9,3,0,9,Tuesday,629.877
246,9,3,0,10,Tuesday,596.346
246,9,3,0,11,Tuesday,603.787
246,9,3,0,12,Tuesday,625.006
246,9,3,0,13,Tuesday,640.856
246,9,3,0,14,Tuesday,635.963
246,9,3,0,15,Tuesday,672.294
246,9,3,0,16,Tuesday,922.784
246,9,3,0,17,Tuesday,1345.634
246,9,3,0,18,Tuesday,1317.69
246,9,3,0,19,Tuesday,1251.968
246,9,3,0,20,Tuesday,1123.85
246,9,3,0,21,Tuesday,936.808
246,9,3,0,22,Tuesday,758.019
246,9,3,0,23,Tuesday,596.302
246,9,3,0,24,Tuesday,499.27
247,9,4,0,1,Wednesday,428.528
247,9,4,0,2,Wednesday,384.372
247,9,4,0,3,Wednesday,372.878
247,9,4,0,4,Wednesday,374.144
247,9,4,0,5,Wednesday,405.467
247,9,4,0,6,Wednesday,492.681
247,9,4,0,7,Wednesday,624.505
247,9,4,0,8,Wednesday,661.077
247,9,4,0,9,Wednesday,629.877
247,9,4,0,10,Wednesday,596.346
247,9,4,0,11,Wednesday,603.787
247,9,4,0,12,Wednesday,625.006
247,9,4,0,13,Wednesday,640.856
247,9,4,0,14,Wednesday,635.963
247,9,4,0,15,Wednesday,672.294
247,9,4,0,16,Wednesday,922.784
247,9,4,0,17,Wednesday,1345.634
247,9,4,0,18,Wednesday,1317.69
247,9,4,0,19,Wednesday,1251.968
247,9,4,0,20,Wednesday,1123.85
247,9,4,0,21,Wednesday,936.808
247,9,4,0,22,Wednesday,758.019
247,9,4,0,23,Wednesday,596.302
247,9,4,0,24,Wednesday,499.27
248,9,5,0,1,Thursday,428.528
248,9,5,0,2,Thursday,384.372
248,9,5,0,3,Thursday,372.878
248,9,5,0,4,Thursday,374.144
248,9,5,0,5,Thursday,405.467
248,9,5,0,6,Thursday,492.681
248,9,5,0,7,Thursday,624.505
248,9,5,0,8,Thursday,661.077
248,9,5,0,9,Thursday,629.877
248,9,5,0,10,Thursday,596.346
248,9,5,0,11,Thursday,603.787
248,9,5,0,12,Thursday,625.006
248,9,5,0,13,Thursday,640.856
248,9,5,0,14,Thursday,635.963
248,9,5,0,15,Thursday,672.294
248,9,5,0,16,Thursday,922.784
248,9,5,0,17,Thursday,1345.634
248,9,5,0,18,Thursday,1317.69
248,9,5,0,19,Thursday,1251.968
248,9,5,0,20,Thursday,1123.85
248,9,5,0,21,Thursday,936.808
248,9,5,0,22,Thursday,758.019
248,9,5,0,23,Thursday,596.302
248,9,5,0,24,Thursday,499.27
249,9,6,0,1,Friday,428.528
249,9,6,0,2,Friday,384.372
249,9,6,0,3,Friday,372.878
249,9,6,0,4,Friday,374.144
249,9,6,0,5,Friday,405.467
249,9,6,0,6,Friday,492.681
249,9,6,0,7,Friday,624.505
249,9,6,0,8,Friday,661.077
249,9,6,0,9,Friday,629.877
249,9,6,0,10,Friday,596.346
249,9,6,0,11,Friday,603.787
249,9,6,0,12,Friday,625.006
249,9,6,0,13,Friday,640.856
249,9,6,0,14,Friday,635.963
249,9,6,0,15,Friday,672.294
249,9,6,0,16,Friday,922.784
249,9,6,0,17,Friday,1345.634
249,9,6,0,18,Friday,1317.69
249,9,6,0,19,Friday,1251.968
249,9,6,0,20,Friday,1123.85
249,9,6,0,21,Friday,936.808
249,9,6,0,22,Friday,758.019
249,9,6,0,23,Friday,596.302
249,9,6,0,24,Friday,499.27
250,9,7,0,1,Saturday,444.262
250,9,7,0,2,Saturday,396.27
250,9,7,0,3,Saturday,375.174
250,9,7,0,4,Saturday,373.613
250,9,7,0,5,Saturday,381.712
250,9,7,0,6,Saturday,411.842
250,9,7,0,7,Saturday,515.188
250,9,7,0,8,Saturday,648.661
250,9,7,0,9,Saturday,722.228
250,9,7,0,10,Saturday,816.474
250,9,7,0,11,Saturday,919.263
250,9,7,0,12,Saturday,930.234
250,9,7,0,13,Saturday,895.846
250,9,7,0,14,Saturday,881.293
250,9,7,0,15,Saturday,867.31
250,9,7,0,16,Saturday,988.446
250,9,7,0,17,Saturday,1315.53
250,9,7,0,18,Saturday,1277.316
250,9,7,0,19,Saturday,1160.007
250,9,7,0,20,Saturday,1008.107
250,9,7,0,21,Saturday,886.719
250,9,7,0,22,Saturday,765.678
250,9,7,0,23,Saturday,595.208
250,9,7,0,24,Saturday,503.042
251,9,8,0,1,Sunday,444.262
251,9,8,0,2,Sunday,396.27
251,9,8,0,3,Sunday,375.174
251,9,8,0,4,Sunday,373.613
251,9,8,0,5,Sunday,381.712
251,9,8,0,6,Sunday,411.842
251,9,8,0,7,Sunday,515.188
251,9,8,0,8,Sunday,648.661
251,9,8,0,9,Sunday,722.228
251,9,8,0,10,Sunday,816.474
251,9,8,0,11,Sunday,919.263
251,9,8,0,12,Sunday,930.234
251,9,8,0,13,Sunday,895.846
251,9,8,0,14,Sunday,881.293
251,9,8,0,15,Sunday,867.31
251,9,8,0,16,Sunday,988.446
251,9,8,0,17,Sunday,1315.53
251,9,8,0,18,Sunday,1277.316
251,9,8,0,19,Sunday,1160.007
251,9,8,0,20,Sunday,1008.107
251,9,8,0,21,Sunday,886.719
251,9,8,0,22,Sunday,765.678
251,9,8,0,23,Sunday,595.208
251,9,8,0,24,Sunday,503.042
252,9,9,0,1,Monday,428.528
252,9,9,0,2,Monday,384.372
252,9,9,0,3,Monday,372.878
252,9,9,0,4,Monday,374.144
252,9,9,0,5,Monday,405.467
252,9,9,0,6,Monday,492.681
252,9,9,0,7,Monday,624.505
252,9,9,0,8,Monday,661.077
252,9,9,0,9,Monday,629.877
252,9,9,0,10,Monday,596.346
252,9,9,0,11,Monday,603.787
252,9,9,0,12,Monday,625.006
252,9,9,0,13,Monday,640.856
252,9,9,0,14,Monday,635.963
252,9,9,0,15,Monday,672.294
252,9,9,0,16,Monday,922.784
252,9,9,0,17,Monday,1345.634
252,9,9,0,18,Monday,1317.69
252,9,9,0,19,Monday,1251.968
252,9,9,0,20,Monday,1123.85
252,9,9,0,21,Monday,936.808
252,9,9,0,22,Monday,758.019
252,9,9,0,23,Monday,596.302
252,9,9,0,24,Monday,499.27
253,9,10,0,1,Tuesday,428.528
253,9,10,0,2,Tuesday,384.372
253,9,10,0,3,Tuesday,372.878
253,9,10,0,4,Tuesday,374.144
253,9,10,0,5,Tuesday,405.467
253,9,10,0,6,Tuesday,492.681
253,9,10,0,7,Tuesday,624.505
253,9,10,0,8,Tuesday,661.077
253,9,10,0,9,Tuesday,629.877
253,9,10,0,10,Tuesday,596.346
253,9,10,0,11,Tuesday,603.787
253,9,10,0,12,Tuesday,625.006
253,9,10,0,13,Tuesday,640.856
253,9,10,0,14,Tuesday,635.963
253,9,10,0,15,Tuesday,672.294
253,9,10,0,16,Tuesday,922.784
253,9,10,0,17,Tuesday,1345.634
253,9,10,0,18,Tuesday,1317.69
253,9,10,0,19,Tuesday,1251.968
253,9,10,0,20,Tuesday,1123.85
253,9,10,0,21,Tuesday,936.808
253,9,10,0,22,Tuesday,758.019
253,9,10,0,23,Tuesday,596.302
253,9,10,0,24,Tuesday,499.27
254,9,11,0,1,Wednesday,428.528
254,9,11,0,2,Wednesday,384.372
254,9,11,0,3,Wednesday,372.878
254,9,11,0,4,Wednesday,374.144
254,9,11,0,5,Wednesday,405.467
254,9,11,0,6,Wednesday,492.681
254,9,11,0,7,Wednesday,624.505
254,9,11,0,8,Wednesday,661.077
254,9,11,0,9,Wednesday,629.877
254,9,11,0,10,Wednesday,596.346
254,9,11,0,11,Wednesday,603.787
254,9,11,0,12,Wednesday,625.006
254,9,11,0,13,Wednesday,640.856
254,9,11,0,14,Wednesday,635.963
254,9,11,0,15,Wednesday,672.294
254,9,11,0,16,Wednesday,922.784
254,9,11,0,17,Wednesday,1345.634
