Day of Simulation[],Month[],Day of Month[],DST Indicator[1=yes 0=no],Hour[],DayType,Power Cook IT Light Other White
194,7,13,0,8,Saturday,603.695
194,7,13,0,9,Saturday,712.524
194,7,13,0,10,Saturday,831.887
194,7,13,0,11,Saturday,937.01
194,7,13,0,12,Saturday,969.061
194,7,13,0,13,Saturday,920.615
194,7,13,0,14,Saturday,901.02
194,7,13,0,15,Saturday,850.919
194,7,13,0,16,Saturday,900.808
194,7,13,0,17,Saturday,1113.498
194,7,13,0,18,Saturday,1599.019
194,7,13,0,19,Saturday,1419.289
194,7,13,0,20,Saturday,1180.653
194,7,13,0,21,Saturday,1012.841
194,7,13,0,22,Saturday,865.578
194,7,13,0,23,Saturday,668.338
194,7,13,0,24,Saturday,547.029
195,7,14,0,1,Sunday,473.022
195,7,14,0,2,Sunday,414.111
195,7,14,0,3,Sunday,388.647
195,7,14,0,4,Sunday,384.125
195,7,14,0,5,Sunday,392.633
195,7,14,0,6,Sunday,417.034
195,7,14,0,7,Sunday,489.666
195,7,14,0,8,Sunday,603.695
195,7,14,0,9,Sunday,712.524
195,7,14,0,10,Sunday,831.887
195,7,14,0,11,Sunday,937.01
195,7,14,0,12,Sunday,969.061
195,7,14,0,13,Sunday,920.615
195,7,14,0,14,Sunday,901.02
195,7,14,0,15,Sunday,850.919
195,7,14,0,16,Sunday,900.808
195,7,14,0,17,Sunday,1113.498
195,7,14,0,18,Sunday,1599.019
195,7,14,0,19,Sunday,1419.289
195,7,14,0,20,Sunday,1180.653
195,7,14,0,21,Sunday,1012.841
195,7,14,0,22,Sunday,865.578
195,7,14,0,23,Sunday,668.338
195,7,14,0,24,Sunday,547.029
196,7,15,0,1,Monday,451.682
196,7,15,0,2,Monday,401.098
196,7,15,0,3,Monday,384.936
196,7,15,0,4,Monday,384.704
196,7,15,0,5,Monday,393.634
196,7,15,0,6,Monday,467.439
196,7,15,0,7,Monday,631.356
196,7,15,0,8,Monday,755.641
196,7,15,0,9,Monday,672.579
196,7,15,0,10,Monday,623.009
196,7,15,0,11,Monday,615.694
196,7,15,0,12,Monday,636.579
196,7,15,0,13,Monday,673.138
196,7,15,0,14,Monday,651.578
196,7,15,0,15,Monday,638.985
196,7,15,0,16,Monday,664.603
196,7,15,0,17,Monday,1026.116
196,7,15,0,18,Monday,1619.573
196,7,15,0,19,Monday,1501.675
196,7,15,0,20,Monday,1324.331
196,7,15,0,21,Monday,1078.569
196,7,15,0,22,Monday,866.092
196,7,15,0,23,Monday,678.297
196,7,15,0,24,Monday,538.905
197,7,16,0,1,Tuesday,451.682
197,7,16,0,2,Tuesday,401.098
197,7,16,0,3,Tuesday,384.936
197,7,16,0,4,Tuesday,384.704
197,7,16,0,5,Tuesday,393.634
197,7,16,0,6,Tuesday,467.439
197,7,16,0,7,Tuesday,631.356
197,7,16,0,8,Tuesday,755.641
197,7,16,0,9,Tuesday,672.579
197,7,16,0,10,Tuesday,623.009
197,7,16,0,11,Tuesday,615.694
197,7,16,0,12,Tuesday,636.579
197,7,16,0,13,Tuesday,673.138
197,7,16,0,14,Tuesday,651.578
197,7,16,0,15,Tuesday,638.985
197,7,16,0,16,Tuesday,664.603
197,7,16,0,17,Tuesday,1026.116
197,7,16,0,18,Tuesday,1619.573
197,7,16,0,19,Tuesday,1501.675
197,7,16,0,20,Tuesday,1324.331
197,7,16,0,21,Tuesday,1078.569
197,7,16,0,22,Tuesday,866.092
197,7,16,0,23,Tuesday,678.297
197,7,16,0,24,Tuesday,538.905
198,7,17,0,1,Wednesday,451.682
198,7,17,0,2,Wednesday,401.098
198,7,17,0,3,Wednesday,384.936
198,7,17,0,4,Wednesday,384.704
198,7,17,0,5,Wednesday,393.634
198,7,17,0,6,Wednesday,467.439
198,7,17,0,7,Wednesday,631.356
198,7,17,0,8,Wednesday,755.641
198,7,17,0,9,Wednesday,672.579
198,7,17,0,10,Wednesday,623.009
198,7,17,0,11,Wednesday,615.694
198,7,17,0,12,Wednesday,636.579
198,7,17,0,13,Wednesday,673.138
198,7,17,0,14,Wednesday,651.578
198,7,17,0,15,Wednesday,638.985
198,7,17,0,16,Wednesday,664.603
198,7,17,0,17,Wednesday,1026.116
198,7,17,0,18,Wednesday,1619.573
198,7,17,0,19,Wednesday,1501.675
198,7,17,0,20,Wednesday,1324.331
198,7,17,0,21,Wednesday,1078.569
198,7,17,0,22,Wednesday,866.092
198,7,17,0,23,Wednesday,678.297
198,7,17,0,24,Wednesday,538.905
199,7,18,0,1,Thursday,451.682
199,7,18,0,2,Thursday,401.098
199,7,18,0,3,Thursday,384.936
199,7,18,0,4,Thursday,384.704
199,7,18,0,5,Thursday,393.634
199,7,18,0,6,Thursday,467.439
199,7,18,0,7,Thursday,631.356
199,7,18,0,8,Thursday,755.641
199,7,18,0,9,Thursday,672.579
199,7,18,0,10,Thursday,623.009
199,7,18,0,11,Thursday,615.694
199,7,18,0,12,Thursday,636.579
199,7,18,0,13,Thursday,673.138
199,7,18,0,14,Thursday,651.578
199,7,18,0,15,Thursday,638.985
199,7,18,0,16,Thursday,664.603
199,7,18,0,17,Thursday,1026.116
199,7,18,0,18,Thursday,1619.573
199,7,18,0,19,Thursday,1501.675
199,7,18,0,20,Thursday,1324.331
199,7,18,0,21,Thursday,1078.569
199,7,18,0,22,Thursday,866.092
199,7,18,0,23,Thursday,678.297
199,7,18,0,24,Thursday,538.905
200,7,19,0,1,Friday,451.682
200,7,19,0,2,Friday,401.098
200,7,19,0,3,Friday,384.936
200,7,19,0,4,Friday,384.704
200,7,19,0,5,Friday,393.634
200,7,19,0,6,Friday,467.439
200,7,19,0,7,Friday,631.356
200,7,19,0,8,Friday,755.641
200,7,19,0,9,Friday,672.579
200,7,19,0,10,Friday,623.009
200,7,19,0,11,Friday,615.694
200,7,19,0,12,Friday,636.579
200,7,19,0,13,Friday,673.138
200,7,19,0,14,Friday,651.578
200,7,19,0,15,Friday,638.985
200,7,19,0,16,Friday,664.603
200,7,19,0,17,Friday,1026.116
200,7,19,0,18,Friday,1619.573
200,7,19,0,19,Friday,1501.675
200,7,19,0,20,Friday,1324.331
200,7,19,0,21,Friday,1078.569
200,7,19,0,22,Friday,866.092
200,7,19,0,23,Friday,678.297
200,7,19,0,24,Friday,538.905
201,7,20,0,1,Saturday,473.022
201,7,20,0,2,Saturday,414.111
201,7,20,0,3,Saturday,388.647
201,7,20,0,4,Saturday,384.125
201,7,20,0,5,Saturday,392.633
201,7,20,0,6,Saturday,417.034
201,7,20,0,7,Saturday,489.666
201,7,20,0,8,Saturday,603.695
201,7,20,0,9,Saturday,712.524
201,7,20,0,10,Saturday,831.887
201,7,20,0,11,Saturday,937.01
201,7,20,0,12,Saturday,969.061
201,7,20,0,13,Saturday,920.615
201,7,20,0,14,Saturday,901.02
201,7,20,0,15,Saturday,850.919
201,7,20,0,16,Saturday,900.808
201,7,20,0,17,Saturday,1113.498
201,7,20,0,18,Saturday,1599.019
201,7,20,0,19,Saturday,1419.289
201,7,20,0,20,Saturday,1180.653
201,7,20,0,21,Saturday,1012.841
201,7,20,0,22,Saturday,865.578
201,7,20,0,23,Saturday,668.338
201,7,20,0,24,Saturday,547.029
202,7,21,0,1,Sunday,473.022
202,7,21,0,2,Sunday,414.111
202,7,21,0,3,Sunday,388.647
202,7,21,0,4,Sunday,384.125
202,7,21,0,5,Sunday,392.633
202,7,21,0,6,Sunday,417.034
202,7,21,0,7,Sunday,489.666
202,7,21,0,8,Sunday,603.695
202,7,21,0,9,Sunday,712.524
202,7,21,0,10,Sunday,831.887
202,7,21,0,11,Sunday,937.01
202,7,21,0,12,Sunday,969.061
202,7,21,0,13,Sunday,920.615
202,7,21,0,14,Sunday,901.02
202,7,21,0,15,Sunday,850.919
202,7,21,0,16,Sunday,900.808
202,7,21,0,17,Sunday,1113.498
202,7,21,0,18,Sunday,1599.019
202,7,21,0,19,Sunday,1419.289
202,7,21,0,20,Sunday,1180.653
202,7,21,0,21,Sunday,1012.841
202,7,21,0,22,Sunday,865.578
202,7,21,0,23,Sunday,668.338
202,7,21,0,24,Sunday,547.029
203,7,22,0,1,Monday,451.682
203,7,22,0,2,Monday,401.098
203,7,22,0,3,Monday,384.936
203,7,22,0,4,Monday,384.704
203,7,22,0,5,Monday,393.634
203,7,22,0,6,Monday,467.439
203,7,22,0,7,Monday,631.356
203,7,22,0,8,Monday,755.641
203,7,22,0,9,Monday,672.579
203,7,22,0,10,Monday,623.009
203,7,22,0,11,Monday,615.694
203,7,22,0,12,Monday,636.579
203,7,22,0,13,Monday,673.138
203,7,22,0,14,Monday,651.578
203,7,22,0,15,Monday,638.985
203,7,22,0,16,Monday,664.603
203,7,22,0,17,Monday,1026.116
203,7,22,0,18,Monday,1619.573
203,7,22,0,19,Monday,1501.675
203,7,22,0,20,Monday,1324.331
203,7,22,0,21,Monday,1078.569
203,7,22,0,22,Monday,866.092
203,7,22,0,23,Monday,678.297
203,7,22,0,24,Monday,538.905
204,7,23,0,1,Tuesday,451.682
204,7,23,0,2,Tuesday,401.098
204,7,23,0,3,Tuesday,384.936
204,7,23,0,4,Tuesday,384.704
204,7,23,0,5,Tuesday,393.634
204,7,23,0,6,Tuesday,467.439
204,7,23,0,7,Tuesday,631.356
204,7,23,0,8,Tuesday,755.641
204,7,23,0,9,Tuesday,672.579
204,7,23,0,10,Tuesday,623.009
204,7,23,0,11,Tuesday,615.694
204,7,23,0,12,Tuesday,636.579
204,7,23,0,13,Tuesday,673.138
204,7,23,0,14,Tuesday,651.578
204,7,23,0,15,Tuesday,638.985
204,7,23,0,16,Tuesday,664.603
204,7,23,0,17,Tuesday,1026.116
204,7,23,0,18,Tuesday,1619.573
204,7,23,0,19,Tuesday,1501.675
204,7,23,0,20,Tuesday,1324.331
204,7,23,0,21,Tuesday,1078.569
204,7,23,0,22,Tuesday,866.092
204,7,23,0,23,Tuesday,678.297
204,7,23,0,24,Tuesday,538.905
205,7,24,0,1,Wednesday,451.682
205,7,24,0,2,Wednesday,401.098
205,7,24,0,3,Wednesday,384.936
205,7,24,0,4,Wednesday,384.704
205,7,24,0,5,Wednesday,393.634
205,7,24,0,6,Wednesday,467.439
205,7,24,0,7,Wednesday,631.356
205,7,24,0,8,Wednesday,755.641
205,7,24,0,9,Wednesday,672.579
205,7,24,0,10,Wednesday,623.009
205,7,24,0,11,Wednesday,615.694
205,7,24,0,12,Wednesday,636.579
205,7,24,0,13,Wednesday,673.138
205,7,24,0,14,Wednesday,651.578
205,7,24,0,15,Wednesday,638.985
205,7,24,0,16,Wednesday,664.603
205,7,24,0,17,Wednesday,1026.116
205,7,24,0,18,Wednesday,1619.573
205,7,24,0,19,Wednesday,1501.675
205,7,24,0,20,Wednesday,1324.331
205,7,24,0,21,Wednesday,1078.569
205,7,24,0,22,Wednesday,866.092
205,7,24,0,23,Wednesday,678.297
205,7,24,0,24,Wednesday,538.905
206,7,25,0,1,Thursday,451.682
206,7,25,0,2,Thursday,401.098
206,7,25,0,3,Thursday,384.936
206,7,25,0,4,Thursday,384.704
206,7,25,0,5,Thursday,393.634
206,7,25,0,6,Thursday,467.439
206,7,25,0,7,Thursday,631.356
206,7,25,0,8,Thursday,755.641
206,7,25,0,9,Thursday,672.579
206,7,25,0,10,Thursday,623.009
206,7,25,0,11,Thursday,615.694
206,7,25,0,12,Thursday,636.579
206,7,25,0,13,Thursday,673.138
206,7,25,0,14,Thursday,651.578
206,7,25,0,15,Thursday,638.985
206,7,25,0,16,Thursday,664.603
206,7,25,0,17,Thursday,1026.116
206,7,25,0,18,Thursday,1619.573
206,7,25,0,19,Thursday,1501.675
206,7,25,0,20,Thursday,1324.331
206,7,25,0,21,Thursday,1078.569
206,7,25,0,22,Thursday,866.092
206,7,25,0,23,Thursday,678.297
206,7,25,0,24,Thursday,538.905
207,7,26,0,1,Friday,451.682
207,7,26,0,2,Friday,401.098
207,7,26,0,3,Friday,384.936
207,7,26,0,4,Friday,384.704
207,7,26,0,5,Friday,393.634
207,7,26,0,6,Friday,467.439
207,7,26,0,7,Friday,631.356
207,7,26,0,8,Friday,755.641
207,7,26,0,9,Friday,672.579
207,7,26,0,10,Friday,623.009
207,7,26,0,11,Friday,615.694
207,7,26,0,12,Friday,636.579
207,7,26,0,13,Friday,673.138
207,7,26,0,14,Friday,651.578
207,7,26,0,15,Friday,638.985
207,7,26,0,16,Friday,664.603
207,7,26,0,17,Friday,1026.116
207,7,26,0,18,Friday,1619.573
207,7,26,0,19,Friday,1501.675
207,7,26,0,20,Friday,1324.331
207,7,26,0,21,Friday,1078.569
207,7,26,0,22,Friday,866.092
207,7,26,0,23,Friday,678.297
207,7,26,0,24,Friday,538.905
208,7,27,0,1,Saturday,473.022
208,7,27,0,2,Saturday,414.111
208,7,27,0,3,Saturday,388.647
208,7,27,0,4,Saturday,384.125
208,7,27,0,5,Saturday,392.633
208,7,27,0,6,Saturday,417.034
208,7,27,0,7,Saturday,489.666
208,7,27,0,8,Saturday,603.695
208,7,27,0,9,Saturday,712.524
208,7,27,0,10,Saturday,831.887
208,7,27,0,11,Saturday,937.01
208,7,27,0,12,Saturday,969.061
208,7,27,0,13,Saturday,920.615
208,7,27,0,14,Saturday,901.02
208,7,27,0,15,Saturday,850.919
208,7,27,0,16,Saturday,900.808
208,7,27,0,17,Saturday,1113.498
208,7,27,0,18,Saturday,1599.019
208,7,27,0,19,Saturday,1419.289
208,7,27,0,20,Saturday,1180.653
208,7,27,0,21,Saturday,1012.841
208,7,27,0,22,Saturday,865.578
208,7,27,0,23,Saturday,668.338
208,7,27,0,24,Saturday,547.029
209,7,28,0,1,Sunday,473.022
209,7,28,0,2,Sunday,414.111
209,7,28,0,3,Sunday,388.647
209,7,28,0,4,Sunday,384.125
209,7,28,0,5,Sunday,392.633
209,7,28,0,6,Sunday,417.034
209,7,28,0,7,Sunday,489.666
209,7,28,0,8,Sunday,603.695
209,7,28,0,9,Sunday,712.524
209,7,28,0,10,Sunday,831.887
209,7,28,0,11,Sunday,937.01
209,7,28,0,12,Sunday,969.061
209,7,28,0,13,Sunday,920.615
209,7,28,0,14,Sunday,901.02
209,7,28,0,15,Sunday,850.919
209,7,28,0,16,Sunday,900.808
209,7,28,0,17,Sunday,1113.498
209,7,28,0,18,Sunday,1599.019
209,7,28,0,19,Sunday,1419.289
209,7,28,0,20,Sunday,1180.653
209,7,28,0,21,Sunday,1012.841
209,7,28,0,22,Sunday,865.578
209,7,28,0,23,Sunday,668.338
209,7,28,0,24,Sunday,547.029
210,7,29,0,1,Monday,451.682
210,7,29,0,2,Monday,401.098
210,7,29,0,3,Monday,384.936
210,7,29,0,4,Monday,384.704
210,7,29,0,5,Monday,393.634
210,7,29,0,6,Monday,467.439
210,7,29,0,7,Monday,631.356
210,7,29,0,8,Monday,755.641
210,7,29,0,9,Monday,672.579
210,7,29,0,10,Monday,623.009
210,7,29,0,11,Monday,615.694
210,7,29,0,12,Monday,636.579
210,7,29,0,13,Monday,673.138
210,7,29,0,14,Monday,651.578
210,7,29,0,15,Monday,638.985
210,7,29,0,16,Monday,664.603
210,7,29,0,17,Monday,1026.116
210,7,29,0,18,Monday,1619.573
210,7,29,0,19,Monday,1501.675
210,7,29,0,20,Monday,1324.331
210,7,29,0,21,Monday,1078.569
210,7,29,0,22,Monday,866.092
210,7,29,0,23,Monday,678.297
210,7,29,0,24,Monday,538.905
211,7,30,0,1,Tuesday,451.682
211,7,30,0,2,Tuesday,401.098
211,7,30,0,3,Tuesday,384.936
211,7,30,0,4,Tuesday,384.704
211,7,30,0,5,Tuesday,393.634
211,7,30,0,6,Tuesday,467.439
211,7,30,0,7,Tuesday,631.356
211,7,30,0,8,Tuesday,755.641
211,7,30,0,9,Tuesday,672.579
211,7,30,0,10,Tuesday,623.009
211,7,30,0,11,Tuesday,615.694
211,7,30,0,12,Tuesday,636.579
211,7,30,0,13,Tuesday,673.138
211,7,30,0,14,Tuesday,651.578
211,7,30,0,15,Tuesday,638.985
211,7,30,0,16,Tuesday,664.603
211,7,30,0,17,Tuesday,1026.116
211,7,30,0,18,Tuesday,1619.573
211,7,30,0,19,Tuesday,1501.675
211,7,30,0,20,Tuesday,1324.331
211,7,30,0,21,Tuesday,1078.569
211,7,30,0,22,Tuesday,866.092
211,7,30,0,23,Tuesday,678.297
211,7,30,0,24,Tuesday,538.905
212,7,31,0,1,Wednesday,451.682
212,7,31,0,2,Wednesday,401.098
212,7,31,0,3,Wednesday,384.936
212,7,31,0,4,Wednesday,384.704
212,7,31,0,5,Wednesday,393.634
212,7,31,0,6,Wednesday,467.439
212,7,31,0,7,Wednesday,631.356
212,7,31,0,8,Wednesday,755.641
212,7,31,0,9,Wednesday,672.579
212,7,31,0,10,Wednesday,623.009
212,7,31,0,11,Wednesday,615.694
212,7,31,0,12,Wednesday,636.579
212,7,31,0,13,Wednesday,673.138
212,7,31,0,14,Wednesday,651.578
212,7,31,0,15,Wednesday,638.985
212,7,31,0,16,Wednesday,664.603
212,7,31,0,17,Wednesday,1026.116
212,7,31,0,18,Wednesday,1619.573
212,7,31,0,19,Wednesday,1501.675
212,7,31,0,20,Wednesday,1324.331
212,7,31,0,21,Wednesday,1078.569
212,7,31,0,22,Wednesday,866.092
212,7,31,0,23,Wednesday,678.297
212,7,31,0,24,Wednesday,538.905
213,8,1,0,1,Thursday,451.682
213,8,1,0,2,Thursday,401.098
213,8,1,0,3,Thursday,384.936
213,8,1,0,4,Thursday,384.704
213,8,1,0,5,Thursday,393.634
213,8,1,0,6,Thursday,467.439
213,8,1,0,7,Thursday,631.356
213,8,1,0,8,Thursday,755.641
213,8,1,0,9,Thursday,672.579
213,8,1,0,10,Thursday,623.009
213,8,1,0,11,Thursday,615.694
213,8,1,0,12,Thursday,636.579
213,8,1,0,13,Thursday,673.138
213,8,1,0,14,Thursday,651.578
213,8,1,0,15,Thursday,638.985
213,8,1,0,16,Thursday,664.603
213,8,1,0,17,Thursday,1026.116
213,8,1,0,18,Thursday,1619.573
213,8,1,0,19,Thursday,1501.675
213,8,1,0,20,Thursday,1324.331
213,8,1,0,21,Thursday,1078.569
213,8,1,0,22,Thursday,866.092
213,8,1,0,23,Thursday,678.297
213,8,1,0,24,Thursday,538.905
214,8,2,0,1,Friday,451.682
214,8,2,0,2,Friday,401.098
214,8,2,0,3,Friday,384.936
214,8,2,0,4,Friday,384.704
214,8,2,0,5,Friday,393.634
214,8,2,0,6,Friday,467.439
214,8,2,0,7,Friday,631.356
214,8,2,0,8,Friday,755.641
214,8,2,0,9,Friday,672.579
214,8,2,0,10,Friday,623.009
214,8,2,0,11,Friday,615.694
214,8,2,0,12,Friday,636.579
214,8,2,0,13,Friday,673.138
214,8,2,0,14,Friday,651.578
214,8,2,0,15,Friday,638.985
214,8,2,0,16,Friday,664.603
214,8,2,0,17,Friday,1026.116
214,8,2,0,18,Friday,1619.573
214,8,2,0,19,Friday,1501.675
214,8,2,0,20,Friday,1324.331
214,8,2,0,21,Friday,1078.569
214,8,2,0,22,Friday,866.092
214,8,2,0,23,Friday,678.297
214,8,2,0,24,Friday,538.905
215,8,3,0,1,Saturday,473.022
215,8,3,0,2,Saturday,414.111
215,8,3,0,3,Saturday,388.647
215,8,3,0,4,Saturday,384.125
215,8,3,0,5,Saturday,392.633
215,8,3,0,6,Saturday,417.034
215,8,3,0,7,Saturday,489.666
215,8,3,0,8,Saturday,603.695
215,8,3,0,9,Saturday,712.524
215,8,3,0,10,Saturday,831.887
215,8,3,0,11,Saturday,937.01
215,8,3,0,12,Saturday,969.061
215,8,3,0,13,Saturday,920.615
215,8,3,0,14,Saturday,901.02
215,8,3,0,15,Saturday,850.919
215,8,3,0,16,Saturday,900.808
215,8,3,0,17,Saturday,1113.498
215,8,3,0,18,Saturday,1599.019
215,8,3,0,19,Saturday,1419.289
215,8,3,0,20,Saturday,1180.653
215,8,3,0,21,Saturday,1012.841
215,8,3,0,22,Saturday,865.578
215,8,3,0,23,Saturday,668.338
215,8,3,0,24,Saturday,547.029
216,8,4,0,1,Sunday,473.022
216,8,4,0,2,Sunday,414.111
216,8,4,0,3,Sunday,388.647
216,8,4,0,4,Sunday,384.125
216,8,4,0,5,Sunday,392.633
216,8,4,0,6,Sunday,417.034
216,8,4,0,7,Sunday,489.666
216,8,4,0,8,Sunday,603.695
216,8,4,0,9,Sunday,712.524
216,8,4,0,10,Sunday,831.887
216,8,4,0,11,Sunday,937.01
216,8,4,0,12,Sunday,969.061
216,8,4,0,13,Sunday,920.615
216,8,4,0,14,Sunday,901.02
216,8,4,0,15,Sunday,850.919
216,8,4,0,16,Sunday,900.808
216,8,4,0,17,Sunday,1113.498
216,8,4,0,18,Sunday,1599.019
216,8,4,0,19,Sunday,1419.289
216,8,4,0,20,Sunday,1180.653
216,8,4,0,21,Sunday,1012.841
216,8,4,0,22,Sunday,865.578
216,8,4,0,23,Sunday,668.338
216,8,4,0,24,Sunday,547.029
217,8,5,0,1,Monday,451.682
217,8,5,0,2,Monday,401.098
217,8,5,0,3,Monday,384.936
217,8,5,0,4,Monday,384.704
217,8,5,0,5,Monday,393.634
217,8,5,0,6,Monday,467.439
217,8,5,0,7,Monday,631.356
217,8,5,0,8,Monday,755.641
217,8,5,0,9,Monday,672.579
217,8,5,0,10,Monday,623.009
217,8,5,0,11,Monday,615.694
217,8,5,0,12,Monday,636.579
217,8,5,0,13,Monday,673.138
217,8,5,0,14,Monday,651.578
217,8,5,0,15,Monday,638.985
217,8,5,0,16,Monday,664.603
217,8,5,0,17,Monday,1026.116
217,8,5,0,18,Monday,1619.573
217,8,5,0,19,Monday,1501.675
217,8,5,0,20,Monday,1324.331
217,8,5,0,21,Monday,1078.569
217,8,5,0,22,Monday,866.092
217,8,5,0,23,Monday,678.297
217,8,5,0,24,Monday,538.905
218,8,6,0,1,Tuesday,451.682
218,8,6,0,2,Tuesday,401.098
218,8,6,0,3,Tuesday,384.936
218,8,6,0,4,Tuesday,384.704
218,8,6,0,5,Tuesday,393.634
218,8,6,0,6,Tuesday,467.439
218,8,6,0,7,Tuesday,631.356
218,8,6,0,8,Tuesday,755.641
218,8,6,0,9,Tuesday,672.579
218,8,6,0,10,Tuesday,623.009
218,8,6,0,11,Tuesday,615.694
218,8,6,0,12,Tuesday,636.579
218,8,6,0,13,Tuesday,673.138
218,8,6,0,14,Tuesday,651.578
218,8,6,0,15,Tuesday,638.985
218,8,6,0,16,Tuesday,664.603
218,8,6,0,17,Tuesday,1026.116
218,8,6,0,18,Tuesday,1619.573
218,8,6,0,19,Tuesday,1501.675
218,8,6,0,20,Tuesday,1324.331
218,8,6,0,21,Tuesday,1078.569
218,8,6,0,22,Tuesday,866.092
218,8,6,0,23,Tuesday,678.297
218,8,6,0,24,Tuesday,538.905
219,8,7,0,1,Wednesday,451.682
219,8,7,0,2,Wednesday,401.098
219,8,7,0,3,Wednesday,384.936
219,8,7,0,4,Wednesday,384.704
219,8,7,0,5,Wednesday,393.634
219,8,7,0,6,Wednesday,467.439
219,8,7,0,7,Wednesday,631.356
219,8,7,0,8,Wednesday,755.641
219,8,7,0,9,Wednesday,672.579
219,8,7,0,10,Wednesday,623.009
219,8,7,0,11,Wednesday,615.694
219,8,7,0,12,Wednesday,636.579
219,8,7,0,13,Wednesday,673.138
219,8,7,0,14,Wednesday,651.578
219,8,7,0,15,Wednesday,638.985
219,8,7,0,16,Wednesday,664.603
219,8,7,0,17,Wednesday,1026.116
219,8,7,0,18,Wednesday,1619.573
219,8,7,0,19,Wednesday,1501.675
219,8,7,0,20,Wednesday,1324.331
219,8,7,0,21,Wednesday,1078.569
219,8,7,0,22,Wednesday,866.092
219,8,7,0,23,Wednesday,678.297
219,8,7,0,24,Wednesday,538.905
220,8,8,0,1,Thursday,451.682
220,8,8,0,2,Thursday,401.098
220,8,8,0,3,Thursday,384.936
220,8,8,0,4,Thursday,384.704
220,8,8,0,5,Thursday,393.634
220,8,8,0,6,Thursday,467.439
220,8,8,0,7,Thursday,631.356
220,8,8,0,8,Thursday,755.641
220,8,8,0,9,Thursday,672.579
220,8,8,0,10,Thursday,623.009
220,8,8,0,11,Thursday,615.694
220,8,8,0,12,Thursday,636.579
220,8,8,0,13,Thursday,673.138
220,8,8,0,14,Thursday,651.578
220,8,8,0,15,Thursday,638.985
220,8,8,0,16,Thursday,664.603
220,8,8,0,17,Thursday,1026.116
220,8,8,0,18,Thursday,1619.573
220,8,8,0,19,Thursday,1501.675
220,8,8,0,20,Thursday,1324.331
220,8,8,0,21,Thursday,1078.569
220,8,8,0,22,Thursday,866.092
220,8,8,0,23,Thursday,678.297
220,8,8,0,24,Thursday,538.905
221,8,9,0,1,Friday,451.682
221,8,9,0,2,Friday,401.098
221,8,9,0,3,Friday,384.936
221,8,9,0,4,Friday,384.704
221,8,9,0,5,Friday,393.634
221,8,9,0,6,Friday,467.439
221,8,9,0,7,Friday,631.356
221,8,9,0,8,Friday,755.641
221,8,9,0,9,Friday,672.579
221,8,9,0,10,Friday,623.009
221,8,9,0,11,Friday,615.694
221,8,9,0,12,Friday,636.579
221,8,9,0,13,Friday,673.138
221,8,9,0,14,Friday,651.578
221,8,9,0,15,Friday,638.985
221,8,9,0,16,Friday,664.603
221,8,9,0,17,Friday,1026.116
221,8,9,0,18,Friday,1619.573
221,8,9,0,19,Friday,1501.675
221,8,9,0,20,Friday,1324.331
221,8,9,0,21,Friday,1078.569
221,8,9,0,22,Friday,866.092
221,8,9,0,23,Friday,678.297
221,8,9,0,24,Friday,538.905
222,8,10,0,1,Saturday,473.022
222,8,10,0,2,Saturday,414.111
222,8,10,0,3,Saturday,388.647
222,8,10,0,4,Saturday,384.125
222,8,10,0,5,Saturday,392.633
222,8,10,0,6,Saturday,417.034
222,8,10,0,7,Saturday,489.666
222,8,10,0,8,Saturday,603.695
222,8,10,0,9,Saturday,712.524
222,8,10,0,10,Saturday,831.887
222,8,10,0,11,Saturday,937.01
222,8,10,0,12,Saturday,969.061
222,8,10,0,13,Saturday,920.615
222,8,10,0,14,Saturday,901.02
222,8,10,0,15,Saturday,850.919
222,8,10,0,16,Saturday,900.808
222,8,10,0,17,Saturday,1113.498
222,8,10,0,18,Saturday,1599.019
222,8,10,0,19,Saturday,1419.289
222,8,10,0,20,Saturday,1180.653
222,8,10,0,21,Saturday,1012.841
222,8,10,0,22,Saturday,865.578
222,8,10,0,23,Saturday,668.338
222,8,10,0,24,Saturday,547.029
223,8,11,0,1,Sunday,473.022
223,8,11,0,2,Sunday,414.111
223,8,11,0,3,Sunday,388.647
223,8,11,0,4,Sunday,384.125
223,8,11,0,5,Sunday,392.633
223,8,11,0,6,Sunday,417.034
223,8,11,0,7,Sunday,489.666
223,8,11,0,8,Sunday,603.695
223,8,11,0,9,Sunday,712.524
223,8,11,0,10,Sunday,831.887
223,8,11,0,11,Sunday,937.01
223,8,11,0,12,Sunday,969.061
223,8,11,0,13,Sunday,920.615
223,8,11,0,14,Sunday,901.02
223,8,11,0,15,Sunday,850.919
223,8,11,0,16,Sunday,900.808
223,8,11,0,17,Sunday,1113.498
223,8,11,0,18,Sunday,1599.019
223,8,11,0,19,Sunday,1419.289
223,8,11,0,20,Sunday,1180.653
223,8,11,0,21,Sunday,1012.841
223,8,11,0,22,Sunday,865.578
223,8,11,0,23,Sunday,668.338
223,8,11,0,24,Sunday,547.029
224,8,12,0,1,Monday,451.682
224,8,12,0,2,Monday,401.098
224,8,12,0,3,Monday,384.936
224,8,12,0,4,Monday,384.704
224,8,12,0,5,Monday,393.634
224,8,12,0,6,Monday,467.439
224,8,12,0,7,Monday,631.356
224,8,12,0,8,Monday,755.641
224,8,12,0,9,Monday,672.579
224,8,12,0,10,Monday,623.009
224,8,12,0,11,Monday,615.694
224,8,12,0,12,Monday,636.579
224,8,12,0,13,Monday,673.138
